accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,temp_c,category
-0.33,0.25,9.42,-0.09,-0.42,0.12,22.68,1
-0.46,-0.21,10.09,-0.02,-0.35,-0.03,22.69,1
-1.1,-0.74,10.68,0.04,-0.18,-0.03,22.68,1
-0.26,-0.16,10.57,0.13,-0.02,-0.03,22.69,1
-0.35,-0.22,10.32,0.04,0.13,-0.01,22.69,1
0.21,0.16,10.12,0.06,0.41,-0.05,22.69,1
-0.43,-0.16,9.24,-0.1,0.58,-0.03,22.68,1
-1.4,-0.48,8.5,-0.13,0.47,0.01,22.69,1
-1.24,0.22,8.09,0.03,0.22,0.05,22.69,1
-1.55,-0.3,7.97,-0.07,0.15,0.11,22.68,1
-2.03,-0.09,7.28,0.11,0.1,-0.01,22.68,1
-2.41,-0.19,7.32,-0.0,-0.17,-0.04,22.68,1
-2.08,-0.34,7.87,0.07,-0.36,-0.11,22.68,1
-1.92,-0.74,8.7,-0.13,-0.37,-0.06,22.67,1
-1.55,-0.81,9.09,-0.03,-0.42,-0.02,22.68,1
-1.05,-0.55,9.18,0.01,-0.43,0.02,22.68,1
-0.18,-0.42,9.53,-0.13,-0.39,0.06,22.68,1
-0.04,-0.14,10.45,-0.03,-0.42,0.01,22.68,1
0.13,-0.43,11.02,-0.02,-0.17,-0.04,22.68,1
0.09,-0.27,10.64,0.07,0.05,-0.04,22.68,1
-0.01,-0.04,10.56,0.11,0.17,-0.08,22.68,1
0.01,0.08,9.93,0.06,0.36,0.01,22.68,1
-0.16,0.23,9.12,0.03,0.34,-0.08,22.68,1
-0.9,0.09,8.67,-0.03,0.37,0.06,22.68,1
-1.32,0.25,8.38,-0.05,0.27,0.09,22.69,1
-1.11,0.14,7.83,-0.11,0.17,0.13,22.68,1
-1.44,-0.08,7.13,-0.01,0.12,0.09,22.68,1
-2.13,-0.45,7.56,0.0,-0.17,-0.04,22.68,1
-1.4,-0.43,8.0,0.05,-0.29,-0.07,22.68,1
-1.73,-0.51,9.02,-0.17,-0.16,0.06,22.68,1
-1.77,-0.62,9.39,-0.03,-0.21,-0.01,22.69,1
-1.56,-0.41,8.8,-0.08,-0.3,0.1,22.67,1
-0.98,-0.45,10.13,-0.35,-0.16,0.2,22.69,1
-0.84,-0.13,9.89,0.02,-0.31,-0.09,22.68,1
-0.59,-0.72,11.0,0.01,-0.28,-0.01,22.68,1
-0.51,-0.66,10.67,0.04,0.07,-0.03,22.67,1
-0.19,0.06,10.38,0.06,0.23,0.04,22.68,1
-0.67,-0.19,9.59,0.03,0.31,-0.07,22.69,1
-1.16,-0.02,9.0,-0.01,0.33,-0.03,22.7,1
-1.22,0.09,9.02,0.03,0.18,-0.02,22.69,1
-1.07,0.26,8.54,-0.06,0.22,-0.06,22.7,1
-1.21,-0.18,7.57,0.02,0.23,0.1,22.69,1
-1.85,0.17,7.13,0.05,0.13,0.03,22.68,1
-1.83,0.18,7.43,0.13,-0.09,-0.04,22.67,1
-1.89,0.53,7.45,-0.01,-0.14,-0.13,22.69,1
-1.8,0.3,9.21,-0.25,-0.25,0.07,22.67,1
-1.64,-0.08,9.04,-0.18,-0.25,0.13,22.68,1
-1.39,-0.3,9.06,-0.11,-0.32,0.11,22.69,1
-0.28,0.32,10.54,0.04,-0.42,0.04,22.69,1
-0.89,-0.78,10.68,-0.19,-0.31,-0.04,22.69,1
-0.6,-0.54,10.72,0.0,-0.08,-0.03,22.7,1
-0.63,-0.81,10.89,0.07,-0.01,0.08,22.68,1
-0.04,-0.1,10.55,0.09,0.22,0.12,22.69,1
-0.79,-0.32,9.56,-0.04,0.37,-0.02,22.7,1
-0.96,-0.09,8.71,0.05,0.3,-0.15,22.69,1
-1.13,-0.42,8.76,0.01,0.35,-0.03,22.69,1
-1.42,-0.35,8.38,0.04,0.2,-0.02,22.68,1
-1.76,-0.44,7.86,0.09,0.14,0.04,22.67,1
-1.92,-0.28,7.27,0.02,0.14,-0.01,22.68,1
-2.55,-0.2,7.17,-0.02,-0.02,-0.05,22.68,1
-1.94,0.06,7.39,-0.17,-0.03,0.04,22.67,1
-2.55,0.32,7.97,0.17,-0.19,0.03,22.68,1
-2.16,-0.31,8.71,-0.17,-0.44,-0.11,22.69,1
-1.31,0.35,9.75,0.21,-0.62,0.07,22.67,1
-1.48,-0.86,9.89,0.24,-0.58,0.03,22.69,1
-1.0,-0.96,10.6,-0.17,-0.22,-0.08,22.69,1
-1.78,-0.74,10.56,0.04,-0.2,-0.06,22.68,1
-0.33,-0.2,11.19,0.18,0.03,0.0,22.69,1
-1.36,-0.16,10.2,0.1,0.33,-0.01,22.69,1
-0.97,0.54,9.54,0.31,0.17,-0.22,22.69,1
-1.11,0.14,8.79,0.15,0.19,-0.27,22.69,1
-1.17,0.19,8.71,-0.08,0.3,-0.15,22.69,1
-1.52,0.06,8.17,0.09,0.16,-0.01,22.68,1
-1.75,0.35,7.54,0.06,0.06,0.04,22.68,1
-1.71,0.31,7.46,0.02,0.09,0.02,22.68,1
-2.49,0.29,7.3,-0.03,-0.03,-0.01,22.67,1
-2.26,0.47,7.56,-0.21,-0.24,-0.11,22.68,1
-1.77,0.66,8.54,-0.2,-0.19,0.13,22.68,1
-1.22,0.46,9.19,-0.41,-0.17,0.29,22.68,1
-1.49,-0.27,9.28,-0.03,-0.5,-0.01,22.68,1
-0.65,-0.48,10.77,-0.08,-0.35,0.12,22.69,1
-1.05,-0.13,9.98,0.02,-0.22,0.09,22.69,1
-1.24,-0.48,10.69,0.05,-0.2,0.0,22.69,1
-0.83,-0.4,10.97,0.12,0.05,-0.05,22.69,1
-0.71,-0.19,10.33,0.21,0.14,-0.06,22.69,1
-0.84,-0.07,9.27,0.08,0.23,-0.14,22.69,1
-0.62,0.34,9.08,0.01,0.08,-0.41,22.69,1
-1.05,0.01,8.8,-0.18,0.42,0.14,22.69,1
-1.78,0.12,8.12,0.07,0.23,0.08,22.68,1
-1.82,0.45,7.86,0.22,0.08,-0.05,22.68,1
-2.0,0.17,6.97,-0.01,0.08,-0.02,22.68,1
-2.37,0.11,7.17,-0.02,-0.03,-0.08,22.67,1
-2.14,-0.13,7.94,-0.11,-0.12,-0.12,22.68,1
-2.38,-0.6,8.74,-0.28,-0.22,-0.24,22.68,1
-2.06,-0.07,9.23,0.01,-0.43,0.04,22.68,1
-1.76,-0.3,9.53,-0.16,-0.52,0.08,22.69,1
-0.6,0.19,10.45,-0.18,-0.36,0.19,22.68,1
-1.23,-0.82,10.54,-0.19,-0.2,0.06,22.68,1
-0.79,-0.18,10.42,-0.04,-0.12,0.0,22.68,1
-0.75,-0.07,10.69,0.02,-0.04,0.06,22.68,1
-0.65,0.05,10.22,0.04,0.16,0.03,22.67,1
-0.61,-0.19,9.45,0.24,0.04,-0.08,22.68,1
-0.58,-0.12,8.98,0.12,0.15,-0.02,22.68,1
-0.73,-0.04,9.07,-0.08,0.33,0.14,22.68,1
-1.29,0.38,8.56,-0.02,0.31,0.06,22.67,1
-1.28,0.29,8.1,-0.17,0.24,0.11,22.67,1
-1.54,-0.04,6.88,0.02,0.18,-0.02,22.67,1
-2.34,-0.11,7.5,-0.11,-0.13,-0.13,22.67,1
-1.61,-0.55,8.27,-0.35,0.01,0.03,22.67,1
-2.1,-0.42,8.6,-0.36,-0.08,0.09,22.67,1
-1.47,-0.53,9.17,-0.07,-0.47,-0.06,22.66,1
-1.36,-0.57,9.19,0.13,-0.66,-0.09,22.67,1
-0.05,-0.21,10.06,-0.08,-0.45,-0.03,22.67,1
-0.41,-0.24,10.9,-0.08,-0.43,-0.02,22.68,1
0.07,-0.6,11.77,0.16,-0.24,-0.05,22.67,1
0.18,-0.4,10.64,0.09,0.21,-0.06,22.68,1
0.11,-0.38,10.02,0.13,0.24,-0.05,22.68,1
-0.19,-0.15,9.31,0.21,0.33,-0.06,22.67,1
-0.55,-0.04,9.05,0.01,0.27,-0.01,22.68,1
-0.87,0.12,8.9,-0.05,0.29,-0.04,22.68,1
-1.21,0.38,8.13,-0.07,0.32,0.09,22.67,1
-1.59,0.0,7.69,-0.05,0.17,0.09,22.68,1
-2.23,0.05,6.9,0.01,0.04,-0.02,22.67,1
-1.73,-0.15,7.04,-0.15,-0.27,-0.05,22.67,1
-1.51,-0.37,8.42,0.04,-0.29,-0.19,22.68,1
-1.41,-0.18,9.14,0.01,-0.27,-0.05,22.68,1
-1.29,-0.45,8.97,0.2,-0.32,0.02,22.68,1
-0.83,-0.22,9.63,0.07,-0.43,0.1,22.68,1
-0.43,-0.22,10.18,-0.0,-0.34,-0.03,22.69,1
-0.49,-0.06,10.01,0.18,-0.29,-0.04,22.68,1
-0.6,-0.39,10.43,0.07,-0.11,0.04,22.69,1
-0.59,-0.2,9.93,0.06,0.0,-0.04,22.69,1
-0.89,-0.42,10.25,0.04,-0.02,-0.17,22.68,1
0.07,0.01,9.85,0.03,0.23,0.16,22.69,1
0.04,0.56,9.67,0.11,0.31,0.13,22.69,1
-0.5,0.2,9.19,0.03,0.35,0.0,22.68,1
-1.67,0.12,8.29,0.08,0.35,0.05,22.69,1
-2.14,-0.11,8.22,0.08,0.06,-0.06,22.68,1
-1.56,0.21,7.92,-0.05,0.18,0.05,22.68,1
-1.72,-0.01,7.14,-0.14,0.18,0.04,22.67,1
-2.01,-0.14,7.35,-0.01,-0.05,-0.01,22.67,1
-1.94,0.54,7.91,-0.2,-0.19,-0.07,22.67,1
-1.72,0.06,8.75,-0.1,-0.27,-0.07,22.67,1
-1.55,0.86,9.12,0.03,-0.55,-0.1,22.69,1
-0.73,-0.13,9.96,-0.01,-0.38,-0.05,22.68,1
-1.04,-0.18,8.7,0.23,-0.41,-0.05,22.67,1
-1.09,-0.15,10.56,-0.09,-0.39,-0.03,22.67,1
-0.72,-0.35,10.67,0.18,-0.2,-0.04,22.67,1
-0.51,-0.33,10.35,0.12,0.09,-0.01,22.68,1
-0.84,-0.17,10.01,0.17,0.18,0.01,22.68,1
-0.72,0.2,9.49,0.07,0.27,0.0,22.69,1
-1.22,0.0,9.26,-0.09,0.29,-0.02,22.69,1
-1.41,-0.29,9.0,-0.07,0.24,-0.04,22.69,1
-1.66,-0.15,8.6,0.01,0.22,0.1,22.69,1
-1.95,-0.04,8.54,-0.02,0.11,0.0,22.69,1
-1.97,0.0,7.89,-0.03,0.1,-0.01,22.68,1
-1.54,-0.03,7.2,0.11,0.04,0.07,22.67,1
-2.36,0.37,7.88,-0.08,-0.14,-0.08,22.68,1
-2.17,-0.11,8.23,0.13,-0.13,-0.33,22.68,1
-2.2,-0.4,7.51,0.0,-0.31,-0.25,22.68,1
-1.95,-0.37,9.57,0.01,-0.4,-0.05,22.68,1
-1.32,-0.06,9.23,0.05,-0.21,0.25,22.68,1
-1.36,-0.11,8.74,0.03,-0.44,0.22,22.68,1
-0.65,0.37,10.32,0.13,-0.63,0.04,22.68,1
-1.21,-0.19,11.58,-0.04,-0.22,0.01,22.68,1
-0.29,0.0,10.35,0.02,0.11,-0.03,22.69,1
-1.12,-0.08,10.01,0.05,0.04,0.01,22.68,1
0.14,0.35,10.0,-0.04,0.19,0.03,22.67,1
-0.61,0.61,8.91,-0.09,0.32,-0.1,22.69,1
-1.08,0.37,8.85,0.0,0.12,-0.02,22.68,1
-1.15,-0.07,8.46,-0.03,0.21,0.1,22.68,1
-1.04,0.45,8.17,0.09,0.07,0.13,22.68,1
-1.11,0.02,6.92,0.07,0.11,0.05,22.69,1
-1.29,0.33,7.73,-0.04,0.03,-0.08,22.68,1
-1.42,0.24,7.55,-0.19,0.07,-0.13,22.68,1
-2.04,-0.3,7.75,0.02,-0.2,-0.17,22.68,1
-2.63,0.03,8.61,-0.11,-0.45,0.03,22.67,1
-1.35,-0.52,9.86,-0.12,-0.64,-0.06,22.68,1
-0.44,-0.42,10.14,0.07,-0.58,-0.04,22.69,1
-0.02,-0.16,11.01,0.19,-0.37,-0.04,22.69,1
-0.2,-0.4,11.39,0.07,0.02,0.03,22.7,1
-0.64,-0.56,10.88,0.04,0.19,0.08,22.69,1
-0.43,0.31,9.78,0.24,0.21,0.01,22.69,1
-0.3,0.72,9.38,0.05,0.24,-0.14,22.67,1
-0.53,0.28,8.41,-0.19,0.46,0.24,22.68,1
-1.1,-0.05,8.17,-0.03,0.14,0.25,22.68,1
-0.62,0.25,8.16,0.22,-0.06,0.17,22.68,1
-1.28,0.21,7.14,0.1,0.15,0.01,22.67,1
-1.13,0.55,7.46,-0.01,-0.06,-0.12,22.67,1
-1.44,0.89,7.84,0.11,-0.14,-0.35,22.68,1
-1.04,0.62,8.07,-0.21,0.03,-0.12,22.67,1
-2.09,-0.36,9.64,-0.17,-0.25,0.01,22.68,1
-1.2,-0.19,9.86,-0.1,-0.33,0.32,22.68,1
-0.62,0.52,10.2,0.03,-0.49,0.11,22.68,1
-0.84,0.03,10.66,-0.07,-0.37,-0.08,22.68,1
-0.36,-0.35,10.94,-0.06,-0.06,-0.04,22.69,1
-0.56,0.0,10.34,-0.01,0.18,0.03,22.69,1
-0.73,-0.37,9.98,0.15,0.19,-0.03,22.69,1
-0.47,0.09,9.29,0.09,0.21,-0.15,22.68,1
-0.53,-0.08,8.83,0.01,0.2,0.01,22.68,1
-1.13,0.07,8.57,-0.17,0.25,0.15,22.69,1
-0.77,0.22,8.62,0.17,0.13,0.18,22.69,1
-0.97,0.3,7.17,0.04,0.16,0.19,22.68,1
-1.7,0.51,7.12,0.03,0.06,0.0,22.68,1
-1.11,0.99,7.48,0.03,-0.12,-0.27,22.68,1
-1.47,0.35,8.37,0.15,-0.34,-0.36,22.69,1
-0.69,0.19,9.28,-0.15,-0.4,-0.04,22.69,1
-0.78,-0.5,9.62,0.04,-0.44,0.28,22.69,1
-0.81,-0.04,9.7,0.02,-0.52,0.15,22.69,1
0.07,0.33,10.74,-0.01,-0.39,0.05,22.69,1
0.13,-0.33,10.97,-0.0,-0.07,-0.02,22.69,1
0.06,-0.23,10.84,0.01,0.25,0.01,22.7,1
-0.39,0.01,10.38,0.1,0.28,-0.08,22.69,1
-0.68,0.47,9.65,0.08,0.35,-0.14,22.68,1
-0.6,0.31,8.84,0.05,0.27,-0.06,22.69,1
-1.42,0.73,8.4,0.03,0.31,0.1,22.68,1
-1.63,0.1,8.24,-0.06,0.19,0.21,22.68,1
-1.28,0.07,7.74,0.05,0.17,0.16,22.68,1
-2.13,0.58,6.62,-0.19,0.2,0.06,22.68,1
-1.78,0.44,7.07,-0.01,-0.08,-0.01,22.69,1
-2.16,0.61,7.84,-0.26,-0.01,0.0,22.69,1
-2.04,0.19,9.05,-0.13,-0.56,-0.1,22.68,1
-1.16,-0.67,9.9,0.02,-0.62,0.11,22.69,1
-0.71,-0.1,9.35,0.05,-0.6,0.09,22.69,1
-0.71,0.23,10.24,-0.05,-0.59,0.14,22.68,1
0.33,-0.33,12.08,0.08,-0.39,-0.02,22.68,1
0.61,-0.2,10.89,0.09,0.22,-0.1,22.69,1
-0.2,-0.01,10.18,0.14,0.4,-0.04,22.69,1
-0.72,-0.17,9.61,0.19,0.3,-0.19,22.69,1
-0.63,0.44,9.25,0.2,0.28,-0.17,22.7,1
-0.74,0.14,8.62,0.06,0.25,-0.05,22.69,1
-1.34,0.34,8.4,0.15,0.29,0.16,22.68,1
-1.54,0.6,7.92,-0.07,0.25,0.14,22.69,1
-1.66,0.16,7.35,-0.07,0.11,0.14,22.69,1
-2.5,0.29,6.89,-0.08,0.07,0.03,22.69,1
-1.54,0.31,7.41,0.02,-0.2,-0.22,22.69,1
-2.0,0.44,7.96,-0.01,-0.25,-0.13,22.69,1
-1.33,0.14,9.14,-0.32,-0.32,0.2,22.68,1
-1.34,0.03,9.3,-0.18,-0.5,0.13,22.68,1
-0.61,0.29,9.71,0.12,-0.62,-0.03,22.69,1
0.01,0.07,10.44,0.05,-0.53,-0.12,22.69,1
0.12,-0.49,11.21,0.02,-0.32,-0.09,22.69,1
0.81,-0.35,11.08,0.02,0.15,0.04,22.69,1
-0.46,-0.59,10.06,0.06,0.3,0.03,22.7,1
-0.31,-0.14,9.53,-0.03,0.35,0.0,22.69,1
-0.61,0.2,9.38,0.02,0.23,-0.08,22.69,1
-0.72,0.15,9.04,0.13,0.16,-0.02,22.68,1
-0.37,0.64,8.86,0.07,0.22,0.14,22.69,1
-1.18,-0.22,8.19,-0.07,0.06,0.04,22.7,1
-0.64,-0.17,7.52,0.17,0.04,0.16,22.69,1
-1.84,0.42,6.7,0.19,0.05,0.09,22.7,1
-0.84,0.57,7.58,-0.01,-0.03,-0.12,22.69,1
-2.09,-0.47,7.89,0.12,-0.15,-0.03,22.69,1
-1.67,0.19,9.24,0.22,-0.49,-0.09,22.69,1
-1.04,0.03,9.35,-0.01,-0.51,-0.04,22.69,1
-0.62,-0.48,9.45,-0.42,-0.49,0.03,22.69,1
0.24,-0.59,10.6,-0.08,-0.48,-0.03,22.69,1
0.42,-0.1,11.29,-0.13,-0.23,-0.04,22.71,1
0.43,-0.59,11.12,0.04,0.13,-0.04,22.7,1
0.02,-0.37,10.69,0.03,0.41,-0.01,22.7,1
-0.05,0.29,9.95,0.17,0.47,-0.02,22.71,1
-0.43,0.54,9.15,0.04,0.56,0.0,22.7,1
-1.37,0.48,8.24,0.06,0.41,0.08,22.7,1
-1.72,0.21,8.11,-0.04,0.26,0.11,22.69,1
-2.13,0.27,7.68,0.12,0.09,0.14,22.7,1
-1.52,0.29,7.29,0.0,0.12,0.11,22.69,1
-2.37,0.78,7.56,0.03,0.03,-0.02,22.7,1
-1.57,1.01,7.53,0.08,0.02,-0.12,22.69,1
-2.88,0.45,7.91,-0.1,-0.22,-0.12,22.7,1
-2.13,0.51,9.4,-0.01,-0.35,0.18,22.69,1
-1.67,0.66,9.12,-0.04,-0.39,0.06,22.7,1
-1.37,0.45,9.28,-0.09,-0.42,0.08,22.7,1
-0.96,0.28,9.63,-0.1,-0.45,0.06,22.69,1
-0.51,0.25,10.77,-0.04,-0.35,-0.06,22.69,1
-0.55,-0.12,10.62,0.0,-0.12,-0.11,22.7,1
-0.66,-0.28,11.0,0.06,0.19,-0.02,22.71,1
-1.09,-0.13,10.03,0.11,0.27,-0.07,22.72,1
-0.39,0.46,9.32,0.06,0.38,-0.06,22.71,1
-1.37,0.33,8.62,-0.08,0.36,-0.0,22.7,1
-1.71,-0.13,8.25,-0.07,0.18,0.14,22.71,1
-1.68,-0.12,8.12,-0.02,0.09,0.13,22.69,1
-1.75,-0.35,7.93,-0.01,0.15,0.2,22.7,1
-2.29,0.14,6.79,-0.07,0.22,0.08,22.71,1
-2.09,0.26,7.74,-0.06,-0.05,-0.13,22.71,1
-1.88,0.38,8.0,0.03,-0.19,-0.21,22.69,1
-2.14,-0.66,9.06,-0.08,-0.24,-0.13,22.7,1
-1.89,-0.51,8.92,-0.02,-0.3,0.06,22.69,1
-1.73,-0.38,9.44,0.05,-0.47,-0.05,22.7,1
-1.16,0.23,9.57,0.16,-0.54,-0.07,22.71,1
-0.91,-0.39,10.35,-0.09,-0.4,0.01,22.7,1
-0.95,-0.59,11.09,-0.02,-0.23,-0.05,22.7,1
-0.14,-0.08,10.93,0.1,0.16,0.04,22.72,1
-0.97,0.37,10.01,0.1,0.36,0.03,22.71,1
-1.11,0.49,9.43,0.16,0.3,-0.13,22.71,1
-1.07,0.48,9.17,-0.02,0.42,-0.05,22.7,1
-1.55,0.03,8.92,0.08,0.17,-0.1,22.7,1
-1.62,0.43,8.02,0.11,0.22,0.14,22.71,1
-2.16,0.43,7.64,-0.07,0.09,0.08,22.7,1
