accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,temp_c,category
-0.62,0.84,9.07,0.13,0.28,0.4,22.78,2
-0.68,0.89,8.77,-0.11,0.07,-0.07,22.78,2
-0.81,0.15,8.66,-0.29,0.09,0.09,22.77,2
-0.58,0.26,8.41,-0.06,0.1,0.44,22.77,2
-1.23,0.21,8.27,-0.05,0.14,0.59,22.77,2
-1.08,1.95,7.23,-0.1,0.1,0.47,22.77,2
-2.15,1.25,7.68,-0.07,0.08,0.02,22.78,2
-1.2,1.55,7.3,0.22,0.12,0.0,22.77,2
-1.89,0.89,8.12,-0.18,0.12,-0.06,22.78,2
-2.21,-0.93,9.64,-0.09,-0.22,-0.45,22.77,2
-2.03,-1.47,9.44,0.15,-0.3,-0.47,22.78,2
-1.22,-0.57,9.12,0.44,-0.58,-0.4,22.77,2
-0.76,-0.41,9.92,0.07,-0.35,-0.31,22.78,2
-1.13,-0.55,9.94,-0.12,-0.15,-0.23,22.78,2
-1.21,-1.72,10.89,-0.1,-0.16,-0.19,22.78,2
-1.11,-1.38,10.28,-0.04,-0.05,-0.05,22.78,2
-0.71,-2.47,10.73,0.11,-0.07,-0.04,22.79,2
-0.16,-1.67,9.17,0.18,0.17,0.25,22.79,2
-1.01,0.24,8.79,0.12,0.0,0.29,22.78,2
-0.8,1.13,8.8,-0.13,-0.09,0.14,22.78,2
-0.59,1.7,8.08,-0.3,0.0,0.02,22.77,2
-0.61,1.05,8.57,-0.85,0.12,0.22,22.77,2
-0.68,-0.13,7.96,-0.13,-0.17,0.1,22.77,2
-1.01,-0.68,8.83,0.4,-0.02,0.16,22.77,2
-0.91,0.99,8.58,0.19,0.12,0.15,22.77,2
-0.6,1.17,8.1,0.15,0.15,0.05,22.77,2
-1.5,0.62,8.96,-0.11,-0.02,-0.21,22.77,2
-0.84,0.44,9.24,0.08,-0.17,-0.53,22.77,2
-0.69,0.25,9.01,-0.11,-0.17,-0.44,22.77,2
-0.5,-0.99,9.78,-0.11,-0.3,-0.28,22.78,2
-0.4,-1.29,10.21,-0.1,-0.31,-0.28,22.77,2
-0.41,-2.94,11.46,-0.24,-0.08,-0.28,22.78,2
-0.18,-2.12,10.07,-0.04,0.37,0.24,22.77,2
-1.14,-1.51,9.09,-0.1,0.5,0.55,22.77,2
-1.53,-1.3,9.18,-0.12,0.58,0.58,22.78,2
-1.82,-0.65,9.04,-0.04,0.41,0.82,22.77,2
-2.64,-1.2,8.87,-0.08,0.21,0.7,22.77,2
-2.3,-0.78,9.53,0.37,-0.23,0.42,22.76,2
-1.44,0.72,8.6,0.29,-0.08,0.37,22.77,2
-1.67,1.13,7.81,0.16,-0.02,0.5,22.76,2
-1.97,1.15,7.82,0.12,-0.04,0.44,22.76,2
-1.16,2.9,6.85,-0.03,0.0,0.17,22.77,2
-1.4,2.47,6.92,-0.1,-0.01,-0.15,22.77,2
-2.1,0.66,7.91,-0.06,-0.21,-0.45,22.78,2
-1.78,0.04,9.0,0.11,-0.44,-0.8,22.79,2
-1.86,-0.6,9.2,0.1,-0.35,-0.55,22.77,2
-1.74,-0.05,8.83,0.19,-0.45,-0.44,22.77,2
-0.38,0.77,9.57,0.21,-0.61,-0.39,22.76,2
-0.11,-0.2,10.67,-0.06,-0.66,-0.47,22.77,2
-0.14,-2.04,12.13,-0.11,-0.12,-0.21,22.77,2
-0.21,-1.49,10.76,-0.11,0.14,-0.01,22.77,2
-0.05,-0.95,9.65,0.05,0.2,0.22,22.77,2
0.25,0.03,9.46,0.21,0.23,0.51,22.77,2
0.06,0.94,9.13,0.15,0.28,0.41,22.76,2
-0.57,1.57,8.59,-0.02,0.22,0.19,22.77,2
-1.54,1.08,8.41,-0.16,0.01,0.17,22.75,2
-0.83,1.64,8.56,0.05,0.06,0.45,22.76,2
-1.0,2.39,7.19,-0.11,0.14,0.41,22.75,2
-1.16,2.03,7.48,0.05,0.09,0.08,22.76,2
-1.31,3.14,7.3,0.09,0.04,-0.16,22.76,2
-2.05,1.66,8.13,-0.09,-0.01,-0.13,22.77,2
-0.78,1.7,8.68,0.25,-0.32,-0.5,22.76,2
-1.09,0.39,9.16,-0.19,-0.39,-0.69,22.77,2
-1.19,-1.28,10.18,-0.29,-0.51,-0.49,22.77,2
-0.54,-0.79,10.19,0.05,-0.54,-0.36,22.77,2
-0.2,-2.36,11.45,-0.07,-0.03,0.02,22.76,2
0.31,-2.1,11.18,-0.05,0.29,0.27,22.78,2
0.24,-0.66,9.92,-0.19,0.45,0.39,22.77,2
-0.43,0.17,8.72,0.0,0.38,0.58,22.76,2
-0.98,1.15,8.57,0.11,0.24,0.43,22.76,2
-1.15,0.78,8.75,-0.06,0.11,0.28,22.74,2
-1.18,0.99,8.36,-0.26,0.22,0.21,22.74,2
-1.71,0.53,7.96,-0.05,0.01,0.15,22.76,2
-0.97,1.67,6.93,-0.06,0.03,0.15,22.76,2
-1.81,1.96,7.57,0.17,-0.05,0.01,22.76,2
-0.88,1.64,7.86,-0.29,0.16,-0.22,22.76,2
-2.71,-0.83,8.25,0.0,-0.34,-0.7,22.75,2
-1.8,-0.35,9.04,0.05,-0.6,-0.7,22.76,2
-0.27,-1.2,9.58,0.05,-0.78,-0.55,22.76,2
0.7,-0.9,9.9,0.04,-0.66,-0.45,22.77,2
0.86,-1.36,10.65,-0.09,-0.53,-0.36,22.76,2
0.39,-2.61,10.99,-0.06,-0.13,-0.15,22.77,2
0.33,-2.42,10.66,0.09,0.09,0.09,22.76,2
0.38,-2.25,10.78,0.25,0.28,0.22,22.77,2
-0.11,-0.42,9.77,0.17,0.33,0.13,22.76,2
-0.53,0.02,9.56,0.01,0.2,0.06,22.76,2
0.26,0.89,8.79,-0.09,0.35,0.14,22.75,2
-0.93,0.5,8.28,-0.25,0.31,0.18,22.75,2
-1.22,-0.68,8.14,-0.15,0.25,0.27,22.74,2
-1.71,0.71,7.35,0.12,0.02,0.66,22.74,2
-0.85,2.11,7.07,-0.06,-0.06,0.15,22.75,2
-1.05,1.78,7.36,0.07,0.16,0.29,22.74,2
-1.84,0.56,7.9,-0.01,-0.1,-0.45,22.74,2
-2.19,-0.44,8.36,0.07,-0.38,-0.67,22.76,2
-2.06,-1.69,9.23,0.03,-0.46,-0.53,22.76,2
-1.96,-1.85,9.11,0.05,-0.59,-0.59,22.77,2
-0.21,-1.61,9.62,-0.05,-0.79,-0.68,22.77,2
0.17,-2.24,10.69,-0.09,-0.63,-0.49,22.76,2
0.85,-3.65,11.8,0.05,-0.22,-0.18,22.75,2
0.51,-3.06,10.47,0.16,0.18,0.05,22.77,2
0.75,-2.06,9.87,0.21,0.29,0.3,22.75,2
0.29,-0.31,9.36,0.17,0.25,0.28,22.76,2
-0.18,0.6,8.94,0.17,0.3,0.41,22.75,2
-0.43,0.51,8.94,-0.22,0.36,0.2,22.75,2
-1.27,-0.42,8.71,0.01,0.28,0.46,22.75,2
-1.12,0.7,8.36,0.09,0.29,0.59,22.75,2
-0.96,1.81,6.71,0.01,0.11,0.4,22.75,2
-1.46,1.73,7.11,-0.17,0.13,0.31,22.74,2
-1.41,2.16,6.83,0.27,-0.05,-0.06,22.75,2
-1.87,0.95,8.66,-0.27,-0.12,-0.27,22.76,2
-1.0,-0.44,9.43,-0.14,-0.38,-0.57,22.76,2
-1.73,-0.58,9.14,0.08,-0.64,-0.37,22.75,2
0.53,-0.39,10.08,0.05,-0.63,-0.59,22.75,2
0.28,-2.72,10.82,-0.17,-0.53,-0.48,22.76,2
0.52,-3.0,11.52,-0.17,-0.02,-0.14,22.76,2
0.02,-2.43,10.61,0.15,0.09,0.07,22.76,2
0.12,-2.23,10.47,0.11,0.23,0.28,22.76,2
0.1,-1.29,9.7,0.13,0.2,0.3,22.76,2
0.3,0.29,8.94,0.07,0.36,0.55,22.76,2
-0.38,0.53,8.13,-0.04,0.37,0.47,22.74,2
-0.69,0.14,8.26,-0.02,0.16,0.18,22.74,2
-0.88,0.51,8.82,0.17,0.13,0.49,22.74,2
-0.83,1.86,7.37,-0.06,-0.0,0.38,22.76,2
-1.25,1.31,7.31,-0.3,0.12,0.05,22.74,2
-1.35,0.82,7.71,-0.09,0.21,-0.05,22.75,2
-1.75,0.3,8.92,0.01,-0.0,-0.24,22.75,2
-0.74,-0.16,9.42,-0.03,-0.23,-0.3,22.75,2
-1.4,-0.82,9.21,-0.01,-0.16,-0.19,22.76,2
-0.74,-0.07,9.49,0.1,-0.44,-0.26,22.76,2
-0.38,-1.5,10.03,-0.15,-0.5,-0.45,22.77,2
0.32,-1.39,10.78,0.05,-0.52,-0.32,22.77,2
-0.23,-3.03,11.45,-0.07,-0.04,-0.11,22.77,2
-0.11,-2.54,10.88,0.0,0.13,0.28,22.76,2
0.4,-1.19,10.2,-0.02,0.33,0.46,22.76,2
-0.07,-0.05,9.62,0.01,0.4,0.43,22.76,2
-0.36,0.4,9.03,0.1,0.34,0.16,22.75,2
-0.99,0.37,8.39,-0.13,0.44,0.29,22.75,2
-1.28,-0.05,8.42,0.12,0.27,0.45,22.74,2
-1.79,1.41,7.58,0.31,0.25,0.58,22.74,2
-1.26,2.21,7.04,-0.01,0.07,0.39,22.74,2
-1.44,1.91,6.9,0.11,-0.0,0.08,22.76,2
-1.59,2.26,7.37,-0.12,0.02,0.07,22.75,2
-1.49,0.57,8.92,-0.36,-0.37,-0.66,22.75,2
-0.64,-0.6,9.68,-0.14,-0.55,-0.6,22.74,2
-1.15,-1.47,9.57,0.01,-0.53,-0.3,22.75,2
-0.51,-1.35,10.2,-0.13,-0.58,-0.24,22.76,2
0.88,-1.77,11.12,-0.2,-0.49,-0.38,22.77,2
0.38,-2.98,11.0,-0.1,-0.09,-0.17,22.76,2
0.37,-2.97,11.18,0.22,0.1,0.19,22.76,2
0.25,-1.71,10.47,0.09,0.42,0.25,22.75,2
-0.13,-0.35,9.18,0.2,0.29,0.14,22.75,2
-0.74,-0.31,8.93,-0.04,0.17,-0.03,22.75,2
-0.05,0.64,8.69,0.04,0.2,0.19,22.75,2
-0.73,0.5,8.91,-0.02,0.24,0.47,22.75,2
-1.49,0.41,8.19,-0.03,0.19,0.71,22.74,2
0.14,1.71,7.48,0.16,0.06,0.65,22.74,2
-1.43,2.14,6.75,0.08,0.12,0.15,22.74,2
-0.82,2.15,7.87,0.02,0.03,-0.33,22.75,2
-1.8,1.14,8.14,-0.06,-0.15,-0.53,22.74,2
-1.31,-0.86,9.23,-0.32,-0.26,-0.73,22.75,2
-1.95,-1.05,8.77,0.1,-0.38,-0.79,22.75,2
-0.59,-0.71,9.07,0.28,-0.9,-0.6,22.74,2
0.51,-0.49,10.21,-0.05,-0.88,-0.85,22.75,2
0.93,-1.71,11.0,-0.2,-0.4,-0.39,22.74,2
0.64,-3.01,11.05,-0.07,0.01,0.06,22.74,2
0.11,-2.79,11.21,-0.0,0.24,0.31,22.75,2
0.17,-1.88,10.26,0.06,0.51,0.5,22.76,2
-0.04,-0.74,8.99,0.05,0.54,0.51,22.75,2
0.1,0.56,8.53,0.2,0.33,0.68,22.74,2
-0.7,0.2,8.59,-0.18,0.01,0.03,22.74,2
-0.7,-0.2,8.64,0.09,0.1,0.4,22.74,2
-0.79,1.01,8.29,-0.02,0.11,0.57,22.74,2
-0.75,0.22,7.68,-0.1,-0.02,0.22,22.74,2
-0.84,1.7,7.3,0.2,0.04,0.16,22.74,2
-1.72,1.77,7.44,-0.05,0.24,0.39,22.74,2
-1.57,0.46,8.29,-0.05,-0.11,-0.51,22.74,2
-0.78,-0.73,9.38,-0.02,-0.37,-0.54,22.74,2
-1.12,-1.76,9.94,-0.29,-0.26,-0.41,22.74,2
-0.51,-1.17,9.58,-0.02,-0.61,-0.39,22.74,2
0.33,-1.13,10.0,0.14,-0.64,-0.45,22.74,2
0.84,-1.82,10.72,-0.23,-0.38,-0.35,22.75,2
0.14,-3.45,11.52,0.04,0.01,0.02,22.74,2
0.71,-2.82,11.41,0.08,0.29,0.12,22.75,2
0.24,-1.06,9.91,0.18,0.47,0.34,22.75,2
-0.02,0.42,9.04,0.17,0.45,0.25,22.74,2
0.02,0.91,8.39,0.05,0.4,0.19,22.73,2
-0.99,0.03,8.82,-0.42,0.36,0.52,22.74,2
-1.6,0.62,8.33,0.23,-0.01,0.5,22.73,2
-1.08,1.24,7.83,-0.02,0.02,0.57,22.72,2
-0.3,2.28,7.08,0.08,0.06,0.19,22.74,2
-0.99,1.82,7.37,-0.03,0.18,-0.16,22.74,2
-1.57,0.85,7.45,-0.12,-0.0,-0.41,22.73,2
-2.42,-0.1,8.15,-0.03,-0.46,-0.61,22.74,2
-1.38,-1.17,8.64,-0.18,-0.57,-0.63,22.74,2
-0.85,-1.79,9.69,-0.08,-0.73,-0.55,22.73,2
0.03,-2.16,10.43,0.15,-0.43,-0.36,22.75,2
0.3,-2.84,10.79,-0.13,-0.29,-0.17,22.74,2
0.28,-2.61,10.9,0.11,-0.03,0.05,22.74,2
-0.04,-2.69,11.54,0.21,0.09,0.04,22.74,2
0.46,-1.99,10.62,0.29,0.27,0.15,22.74,2
0.49,0.04,9.23,0.11,0.29,-0.07,22.74,2
0.34,1.15,8.63,0.24,0.16,0.23,22.73,2
0.01,1.34,8.43,-0.12,0.01,0.13,22.72,2
-0.24,1.02,8.67,-0.1,0.11,0.33,22.72,2
-0.34,0.69,8.27,-0.16,0.11,0.43,22.74,2
-0.36,1.8,6.93,0.01,0.04,0.26,22.73,2
-0.79,1.38,7.53,0.09,0.07,0.18,22.73,2
-0.98,1.82,7.74,-0.07,0.01,-0.21,22.73,2
-1.25,-0.3,8.88,-0.18,-0.22,-0.41,22.73,2
-0.07,-0.6,9.35,-0.05,-0.38,-0.39,22.74,2
0.35,-0.25,9.2,-0.07,-0.14,-0.1,22.74,2
-0.2,-0.78,9.33,0.04,-0.38,-0.35,22.74,2
1.15,-1.07,10.13,0.0,-0.45,-0.38,22.75,2
0.63,-3.23,11.37,-0.36,-0.41,-0.47,22.74,2
0.8,-3.48,10.81,0.1,0.04,0.07,22.74,2
0.73,-2.53,10.49,0.3,0.24,0.21,22.74,2
0.81,-1.27,10.18,0.11,0.56,0.48,22.75,2
0.31,-0.07,9.11,0.02,0.36,0.14,22.74,2
-1.02,-0.43,8.62,-0.11,0.38,0.22,22.74,2
-0.65,0.11,9.0,0.1,0.04,-0.05,22.73,2
-0.77,0.88,8.92,0.13,0.22,0.35,22.73,2
-1.56,0.86,7.89,-0.16,0.24,0.39,22.72,2
-1.41,1.01,6.25,-0.03,0.0,0.29,22.73,2
-1.92,1.67,7.03,-0.15,-0.07,0.12,22.73,2
-1.11,2.34,7.3,0.07,-0.11,-0.29,22.73,2
-1.21,1.61,8.64,-0.04,-0.3,-0.52,22.74,2
-1.31,-1.05,9.36,-0.05,-0.53,-0.69,22.74,2
0.37,-0.91,9.37,0.06,-0.45,-0.35,22.73,2
0.26,-1.3,9.79,0.04,-0.44,-0.23,22.73,2
0.02,-1.75,10.5,0.19,-0.41,-0.16,22.74,2
-0.31,-2.92,11.75,-0.28,-0.19,-0.32,22.74,2
0.16,-2.29,10.88,0.12,0.08,0.08,22.74,2
-0.28,-1.93,10.97,0.14,0.22,0.23,22.74,2
0.42,0.14,10.26,-0.21,0.29,0.17,22.74,2
0.47,0.34,8.94,-0.12,0.25,0.11,22.73,2
0.53,0.61,8.99,0.12,0.14,0.1,22.72,2
-0.32,0.55,8.38,0.09,0.26,0.55,22.72,2
-1.13,0.6,8.05,0.11,0.1,0.57,22.73,2
-0.76,1.27,7.05,0.11,-0.04,0.48,22.72,2
-0.11,2.39,7.03,-0.17,0.13,0.18,22.72,2
-0.8,2.34,7.81,0.04,0.08,-0.37,22.73,2
-1.54,-0.09,8.03,-0.18,-0.1,-0.53,22.72,2
-1.04,-0.74,8.98,-0.06,-0.47,-0.6,22.73,2
-1.21,-1.79,9.79,-0.17,-0.23,-0.32,22.73,2
-0.45,-0.59,9.81,0.37,-0.66,-0.38,22.73,2
0.02,-1.39,10.51,0.12,-0.5,-0.46,22.73,2
0.65,-2.08,11.26,-0.12,-0.29,-0.22,22.74,2
0.42,-2.15,10.82,-0.01,0.11,0.18,22.73,2
-0.13,-2.35,10.98,0.01,0.29,0.31,22.73,2
0.61,-0.69,9.59,0.11,0.45,0.57,22.74,2
-0.39,0.03,9.44,0.29,0.19,0.35,22.73,2
0.15,1.45,9.24,0.2,0.19,0.13,22.72,2
-0.49,0.77,8.8,-0.36,0.1,-0.1,22.72,2
-0.27,-0.03,8.26,-0.02,-0.03,0.09,22.72,2
0.11,0.68,7.99,0.2,-0.08,0.23,22.72,2
-0.26,2.1,7.2,0.1,0.2,0.25,22.72,2
-0.58,1.89,7.55,-0.14,0.23,0.14,22.72,2
-1.58,1.44,7.47,-0.3,0.09,-0.57,22.73,2
-1.86,0.25,8.24,-0.17,-0.35,-0.54,22.74,2
-0.3,-0.65,9.3,-0.07,-0.6,-0.07,22.73,2
0.33,-1.04,10.27,-0.16,-0.33,0.05,22.74,2
-0.08,-1.33,9.78,0.03,-0.18,-0.25,22.72,2
0.6,-1.82,10.33,0.16,-0.5,-0.3,22.72,2
0.83,-2.1,11.3,-0.11,-0.19,-0.12,22.74,2
0.54,-2.68,11.1,0.07,0.13,0.06,22.72,2
0.2,-2.18,10.56,0.24,0.38,0.32,22.73,2
0.06,-0.44,9.32,0.13,0.16,0.17,22.74,2
-0.59,0.05,9.51,0.16,0.15,0.31,22.72,2
0.38,1.57,9.41,0.31,0.15,0.1,22.72,2
0.23,1.69,8.31,-0.04,0.28,0.33,22.72,2
-0.46,1.26,8.16,0.08,0.24,0.4,22.72,2
-0.81,1.52,7.79,-0.13,-0.02,0.45,22.73,2
-0.43,2.63,7.23,0.18,0.13,0.24,22.74,2
-0.67,2.63,6.85,0.09,0.19,-0.15,22.73,2
-1.37,1.5,7.87,0.02,0.02,-0.52,22.73,2
-1.81,-0.08,8.81,-0.0,-0.28,-0.75,22.72,2
-1.24,-0.88,9.5,-0.19,-0.54,-0.56,22.74,2
-1.44,-2.76,9.49,-0.4,-0.4,-0.59,22.73,2
-0.48,-2.27,10.28,-0.08,-0.47,-0.45,22.73,2
0.51,-1.98,10.31,-0.01,-0.43,-0.32,22.72,2
0.22,-2.16,10.47,0.0,-0.19,-0.11,22.73,2
0.07,-3.08,11.07,0.12,0.04,0.06,22.74,2
0.37,-2.74,10.49,0.26,0.22,0.26,22.73,2
0.04,-0.73,9.54,0.05,0.17,0.34,22.73,2
0.2,0.05,8.88,0.05,0.15,0.43,22.73,2
0.08,0.02,8.63,0.11,0.18,0.49,22.72,2
-0.01,0.73,8.27,0.04,0.21,0.63,22.72,2
-0.6,1.05,7.78,0.24,0.08,0.69,22.72,2
-0.14,2.55,7.12,0.11,-0.01,0.33,22.72,2
-0.81,1.67,7.64,-0.24,0.13,0.02,22.72,2
-0.95,1.39,7.76,-0.22,0.29,-0.24,22.72,2
-0.92,-0.53,8.92,-0.05,-0.06,-0.37,22.72,2
-1.57,-0.71,8.69,-0.23,-0.15,-0.33,22.72,2
-0.79,-1.01,9.93,-0.04,-0.36,-0.47,22.73,2
-0.36,-1.64,9.98,0.25,-0.48,-0.6,22.72,2
0.35,-1.31,9.26,-0.06,-0.32,-0.38,22.73,2
0.75,-1.92,10.41,0.05,-0.58,-0.43,22.74,2
0.56,-2.95,11.98,-0.09,-0.07,-0.02,22.73,2
0.48,-2.99,10.89,-0.04,0.33,0.21,22.73,2
0.65,-1.81,10.26,0.33,0.27,0.46,22.73,2
1.01,-0.19,9.42,-0.04,0.31,0.33,22.72,2
0.81,0.14,8.98,0.27,0.2,0.37,22.72,2
0.26,1.17,8.77,0.1,0.53,0.71,22.71,2
-0.93,0.74,8.13,-0.3,0.4,0.84,22.72,2
-1.46,0.74,8.01,-0.25,0.31,0.74,22.72,2
-0.71,2.24,6.8,0.13,0.03,0.29,22.71,2
-0.38,1.41,7.58,-0.21,0.04,0.03,22.71,2
-1.12,0.36,7.67,-0.34,0.23,-0.15,22.7,2
-2.26,-1.18,8.6,-0.04,-0.31,-0.65,22.71,2
-1.43,-0.65,9.04,0.14,-0.52,-0.54,22.71,2
-0.8,-1.98,9.28,-0.17,-0.59,-0.5,22.71,2
-0.4,-1.19,10.02,0.18,-0.48,-0.31,22.72,2
0.04,-1.93,10.89,-0.29,-0.34,-0.41,22.72,2
0.65,-2.66,10.66,-0.14,-0.09,-0.2,22.71,2
0.08,-2.6,10.58,0.03,0.12,0.1,22.72,2
0.49,-2.45,10.78,0.44,0.19,0.19,22.72,2
-0.75,-0.75,9.96,0.2,0.37,0.37,22.72,2
0.02,0.58,9.36,0.09,0.09,0.24,22.72,2
0.56,0.76,8.77,0.11,0.25,0.41,22.71,2
-0.62,1.32,8.36,0.23,0.11,0.32,22.71,2
-0.76,0.83,8.28,-0.07,0.14,0.58,22.7,2
-1.05,1.95,7.18,0.19,-0.0,0.64,22.71,2
-0.17,2.65,7.07,-0.18,0.04,0.2,22.71,2
-0.35,2.61,7.19,-0.04,0.09,-0.31,22.71,2
-1.65,0.35,8.34,-0.36,0.0,-0.85,22.71,2
-1.17,-0.82,9.1,-0.08,-0.39,-0.83,22.72,2
-0.51,-1.78,9.9,-0.45,-0.15,-0.47,22.71,2
-0.17,-1.64,9.76,0.09,-0.55,-0.31,22.72,2
0.82,-2.01,10.85,0.19,-0.65,-0.47,22.72,2
0.93,-2.74,11.28,-0.01,-0.22,-0.23,22.72,2
0.43,-3.0,10.4,0.13,0.18,0.12,22.72,2
0.3,-2.68,10.17,0.22,0.16,0.14,22.7,2
0.45,-0.6,10.31,0.16,0.33,0.39,22.72,2
0.39,0.14,9.0,0.17,0.23,0.46,22.72,2
0.55,0.51,8.64,-0.03,0.28,0.57,22.7,2
-0.11,0.49,8.91,-0.18,0.32,0.61,22.7,2
-0.31,0.71,8.19,-0.15,0.17,0.41,22.7,2
-0.47,1.71,6.9,0.22,-0.03,0.54,22.69,2
-0.65,2.17,7.47,-0.09,0.11,0.1,22.7,2
-0.31,2.17,7.99,-0.24,0.16,-0.22,22.7,2
-1.31,0.4,8.37,-0.3,0.14,-0.47,22.7,2
-1.06,-1.19,8.83,-0.07,-0.31,-0.69,22.7,2
-0.6,-1.64,9.51,-0.01,-0.46,-0.47,22.71,2
0.05,-1.43,9.36,0.03,-0.64,-0.47,22.72,2
1.1,-1.28,10.23,0.04,-0.54,-0.39,22.7,2
1.11,-1.89,10.76,-0.15,-0.33,-0.34,22.7,2
1.17,-2.67,11.11,-0.01,-0.03,-0.0,22.7,2
0.42,-2.92,11.29,0.01,0.33,0.27,22.71,2
0.87,-1.85,10.53,0.27,0.3,0.34,22.71,2
1.09,-0.09,8.89,-0.02,0.28,0.4,22.71,2
