accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,temp_c,category
-0.52,-1.93,9.32,0.09,-0.09,-0.13,21.63,0
-0.1,-1.26,9.4,0.07,0.0,-0.03,21.64,0
-0.05,-0.89,9.28,0.07,-0.01,0.07,21.63,0
-0.4,-0.63,9.24,0.1,-0.08,0.18,21.64,0
-0.43,-0.02,8.94,0.2,-0.02,0.38,21.62,0
-0.15,0.56,9.06,-0.04,-0.01,0.41,21.62,0
-0.36,0.47,9.26,0.01,0.02,0.35,21.63,0
-0.57,0.98,9.09,-0.06,0.0,0.53,21.62,0
-0.23,0.61,9.29,-0.02,-0.05,0.47,21.63,0
-0.46,1.18,9.0,-0.13,0.03,0.46,21.63,0
-0.25,2.39,9.09,-0.1,-0.01,0.38,21.62,0
-0.52,1.81,9.14,0.05,-0.02,-0.14,21.63,0
-0.13,2.17,9.33,0.13,0.09,-0.37,21.63,0
-0.75,1.26,9.09,0.16,0.05,-0.53,21.63,0
-0.6,1.11,8.87,0.15,0.03,-0.59,21.64,0
-1.31,0.05,8.89,0.04,-0.08,-0.54,21.64,0
-0.78,0.02,9.29,-0.07,-0.09,-0.37,21.63,0
-0.63,0.16,9.29,-0.16,0.01,-0.18,21.64,0
-0.6,-0.31,9.23,-0.26,-0.06,-0.09,21.64,0
-0.73,-0.81,9.51,-0.2,-0.05,-0.19,21.64,0
-0.67,-1.13,9.01,-0.08,-0.13,-0.12,21.64,0
-0.28,-1.55,9.52,0.01,-0.21,-0.1,21.63,0
-0.14,-2.01,9.24,0.03,-0.01,-0.16,21.64,0
-0.16,-1.57,9.24,0.15,-0.06,-0.02,21.64,0
-0.49,-0.82,9.18,0.06,-0.04,0.07,21.64,0
-0.19,-0.5,9.36,-0.24,0.19,0.25,21.63,0
-0.63,-0.95,9.02,-0.07,-0.03,0.33,21.63,0
-0.29,-0.16,9.37,0.12,-0.03,0.43,21.63,0
-0.38,0.79,9.05,0.04,0.0,0.63,21.64,0
-0.77,0.74,9.17,0.0,-0.04,0.37,21.63,0
-0.41,0.78,9.19,-0.02,-0.06,0.28,21.63,0
-0.2,1.24,9.18,-0.0,-0.03,0.46,21.64,0
-0.47,1.73,8.95,0.01,-0.01,0.27,21.63,0
-0.29,2.25,9.2,0.11,-0.04,-0.12,21.63,0
-0.45,2.04,9.13,0.11,0.19,-0.24,21.64,0
-0.93,1.25,9.02,0.08,0.1,-0.48,21.63,0
-1.02,0.9,9.11,0.26,-0.07,-0.58,21.64,0
-1.3,0.47,8.8,0.09,-0.2,-0.56,21.64,0
-0.58,0.29,9.08,-0.03,-0.26,-0.44,21.64,0
-0.63,0.11,9.29,0.03,-0.33,-0.24,21.64,0
0.06,0.22,9.51,-0.25,-0.13,-0.24,21.65,0
-0.27,-0.57,9.32,-0.29,-0.02,-0.22,21.65,0
0.01,-1.13,9.46,-0.14,-0.08,-0.21,21.64,0
-0.12,-1.75,9.13,0.12,-0.16,-0.1,21.64,0
-0.37,-2.14,9.34,0.01,0.01,-0.03,21.65,0
0.21,-1.18,9.18,0.09,0.01,0.07,21.64,0
0.09,-1.08,9.41,0.08,0.0,0.23,21.64,0
0.41,-0.42,9.43,0.24,-0.03,0.39,21.63,0
-0.17,-0.11,9.25,0.28,0.02,0.62,21.64,0
-0.28,1.34,9.0,0.16,0.07,0.86,21.64,0
-0.35,2.0,8.97,-0.07,0.14,0.78,21.64,0
-0.73,1.83,8.84,-0.13,0.03,0.58,21.64,0
-0.51,1.98,8.89,-0.13,-0.13,0.33,21.65,0
-0.21,2.2,9.43,-0.05,-0.05,0.04,21.64,0
-0.31,2.03,9.14,0.04,0.04,-0.29,21.63,0
-0.72,1.8,8.96,-0.11,0.06,-0.47,21.64,0
-0.66,0.83,9.34,0.05,0.03,-0.49,21.64,0
-0.97,0.83,8.83,0.02,0.07,-0.54,21.65,0
-0.98,-0.1,8.93,-0.07,-0.09,-0.51,21.64,0
-0.82,-0.31,9.29,-0.02,-0.11,-0.39,21.64,0
-0.61,-0.51,9.24,-0.05,-0.15,-0.24,21.65,0
-0.43,-0.54,9.11,-0.01,-0.14,-0.23,21.66,0
-0.18,-0.53,9.06,0.0,-0.23,-0.24,21.66,0
-0.43,-1.23,9.33,-0.03,-0.2,-0.23,21.65,0
0.33,-1.47,9.34,0.05,-0.09,-0.11,21.65,0
-0.19,-1.5,9.44,0.12,-0.08,0.07,21.65,0
0.23,-0.74,9.23,0.14,0.07,0.21,21.66,0
-0.63,-0.52,9.43,0.11,0.05,0.29,21.66,0
-0.0,0.11,8.92,0.01,0.11,0.37,21.66,0
-0.2,0.66,8.98,0.03,-0.11,0.42,21.66,0
-0.33,1.01,9.39,-0.04,-0.14,0.44,21.65,0
-0.18,1.08,9.59,-0.03,-0.06,0.33,21.66,0
-0.11,1.04,8.94,-0.03,0.16,0.4,21.65,0
-0.23,1.72,9.02,0.0,0.01,0.51,21.66,0
-0.51,2.42,8.98,-0.05,0.0,0.16,21.65,0
-0.56,1.84,8.98,0.11,-0.11,-0.21,21.66,0
-0.1,2.03,9.36,-0.08,0.01,-0.23,21.65,0
-0.5,1.46,8.82,0.15,-0.11,-0.44,21.66,0
-0.18,1.0,9.1,0.06,-0.04,-0.66,21.65,0
-0.51,0.01,9.36,-0.02,-0.08,-0.56,21.67,0
-0.71,-0.36,9.07,-0.12,-0.06,-0.38,21.66,0
-0.58,-0.62,9.29,0.04,-0.18,-0.3,21.66,0
0.02,-0.38,9.7,0.02,-0.03,-0.16,21.65,0
0.15,-0.03,9.1,0.05,-0.21,-0.2,21.66,0
0.26,-1.15,9.36,-0.04,-0.13,-0.13,21.66,0
0.34,-1.27,9.26,-0.01,0.0,-0.08,21.65,0
0.18,-1.21,9.42,0.03,-0.01,0.11,21.66,0
-0.12,-0.76,9.25,-0.05,-0.03,0.19,21.66,0
0.2,-0.11,9.28,-0.07,0.04,0.33,21.67,0
-0.04,0.02,9.09,-0.05,-0.04,0.34,21.66,0
-0.18,0.4,8.92,0.09,-0.12,0.34,21.67,0
0.11,0.61,9.49,0.09,-0.11,0.5,21.65,0
0.3,1.02,9.31,0.13,0.05,0.55,21.67,0
-0.15,1.94,8.96,0.03,0.08,0.55,21.67,0
-0.25,2.35,9.01,-0.09,0.05,0.18,21.66,0
-0.36,2.1,9.16,0.1,0.04,-0.27,21.67,0
-0.54,1.68,9.07,-0.02,0.07,-0.44,21.67,0
-0.25,1.44,9.31,0.03,0.01,-0.54,21.67,0
-0.45,0.97,9.14,-0.07,0.06,-0.59,21.67,0
-0.51,0.31,9.24,0.03,-0.01,-0.59,21.66,0
-0.34,-0.17,9.17,0.02,-0.06,-0.41,21.67,0
-0.44,0.44,9.29,-0.03,0.05,-0.16,21.67,0
0.55,1.21,9.35,0.07,-0.08,-0.06,21.67,0
0.31,-0.11,9.52,-0.06,-0.12,-0.21,21.67,0
0.16,-1.59,9.45,-0.16,-0.12,-0.19,21.67,0
-0.22,-1.45,9.23,-0.0,-0.13,-0.04,21.67,0
-0.11,-1.3,9.48,-0.05,-0.03,0.13,21.67,0
0.15,-0.22,9.39,-0.01,-0.03,0.22,21.67,0
-0.14,-0.17,9.29,0.03,0.03,0.35,21.67,0
0.03,0.37,9.26,-0.09,-0.03,0.43,21.67,0
-0.3,0.25,9.36,0.04,-0.12,0.41,21.67,0
-0.38,0.64,9.05,-0.02,-0.0,0.48,21.66,0
-0.25,1.15,9.08,0.08,-0.05,0.41,21.67,0
-0.16,1.43,9.02,0.11,-0.16,-0.04,21.66,0
0.02,1.57,8.94,-0.02,-0.06,0.24,21.66,0
-0.39,2.28,8.86,0.01,-0.05,0.29,21.66,0
-0.02,2.28,9.41,0.0,0.07,0.07,21.67,0
-0.47,2.2,9.03,0.02,0.18,-0.15,21.66,0
-0.67,1.37,9.1,-0.03,0.13,-0.38,21.67,0
-0.74,1.24,9.1,0.1,-0.0,-0.45,21.67,0
-0.43,0.94,9.15,0.0,-0.12,-0.49,21.67,0
-0.48,0.59,9.15,-0.06,-0.09,-0.55,21.67,0
-0.44,0.03,9.24,-0.07,-0.03,-0.42,21.67,0
-0.7,0.17,9.14,0.03,-0.04,-0.26,21.65,0
-0.72,0.44,9.17,-0.14,0.13,0.01,21.67,0
-0.65,-0.4,9.08,-0.12,-0.14,-0.26,21.67,0
-0.24,-1.49,8.89,-0.14,-0.17,0.0,21.67,0
0.31,-1.67,9.88,-0.02,-0.12,0.01,21.68,0
0.45,-1.26,9.68,-0.09,-0.03,0.11,21.67,0
0.38,-0.65,9.31,0.11,-0.05,0.24,21.68,0
0.16,-0.14,9.18,0.07,-0.08,0.42,21.68,0
-0.05,0.29,9.26,0.15,-0.14,0.45,21.67,0
-0.33,0.11,9.02,0.08,-0.16,0.47,21.66,0
-0.25,0.88,9.16,0.09,-0.1,0.63,21.67,0
-0.08,1.06,9.27,-0.07,-0.05,0.53,21.67,0
0.24,1.22,9.07,-0.05,-0.07,0.48,21.66,0
-0.01,2.23,9.05,0.1,-0.02,0.3,21.66,0
-0.05,2.09,9.1,0.01,-0.01,-0.0,21.67,0
0.13,2.34,9.11,-0.07,0.06,-0.33,21.67,0
-0.23,1.41,9.0,0.13,0.02,-0.45,21.67,0
0.01,0.94,9.39,0.09,-0.01,-0.63,21.67,0
-0.21,0.11,9.38,0.08,-0.07,-0.58,21.68,0
-0.43,0.15,9.24,0.01,-0.02,-0.36,21.66,0
0.35,0.35,9.48,-0.1,-0.22,-0.39,21.66,0
0.32,-0.28,9.33,-0.28,-0.13,-0.33,21.67,0
0.06,-0.73,9.49,-0.29,0.09,-0.2,21.67,0
-0.06,-1.16,9.03,-0.12,-0.01,-0.27,21.67,0
0.05,-1.73,9.08,-0.05,-0.09,-0.23,21.67,0
0.09,-2.12,9.27,0.05,-0.13,-0.07,21.67,0
0.55,-1.76,9.79,0.11,0.02,0.13,21.68,0
-0.31,-1.4,8.93,0.21,-0.08,0.28,21.67,0
0.44,-0.89,9.14,0.12,0.03,0.48,21.68,0
-0.19,-0.17,9.11,0.16,0.02,0.42,21.68,0
0.35,0.69,9.07,0.1,0.04,0.27,21.67,0
0.16,0.71,8.82,0.04,0.06,0.47,21.67,0
-0.15,1.15,8.88,-0.01,-0.03,0.69,21.66,0
-0.06,1.62,9.34,-0.16,-0.03,0.54,21.66,0
0.08,1.98,9.17,0.12,-0.02,0.5,21.66,0
0.01,2.49,9.01,0.04,0.02,0.17,21.67,0
-0.01,2.38,9.05,-0.13,0.03,-0.18,21.68,0
-0.24,1.77,9.05,-0.18,0.09,-0.42,21.67,0
-0.28,1.52,9.21,-0.17,0.1,-0.41,21.68,0
-0.42,0.21,9.38,-0.26,0.13,-0.5,21.68,0
-0.48,-0.62,9.24,-0.01,0.0,-0.5,21.69,0
-0.19,-0.51,9.05,0.08,-0.17,-0.47,21.68,0
0.04,-0.43,9.14,0.08,-0.23,-0.46,21.67,0
0.38,-0.37,9.41,0.14,-0.23,-0.4,21.68,0
0.42,-0.6,9.05,-0.02,-0.13,-0.26,21.69,0
0.22,-1.49,9.46,-0.05,-0.15,-0.14,21.68,0
0.48,-1.55,9.61,-0.05,-0.03,0.01,21.68,0
0.71,-1.18,9.34,0.04,-0.02,0.2,21.69,0
0.55,-0.71,9.0,0.1,0.06,0.29,21.69,0
0.39,-0.56,9.25,0.11,0.03,0.32,21.69,0
0.56,0.39,9.33,0.23,-0.0,0.41,21.69,0
0.07,0.91,9.06,-0.15,-0.01,0.35,21.68,0
0.03,1.3,9.17,-0.08,0.05,0.61,21.69,0
-0.18,1.33,9.17,0.09,0.04,0.48,21.69,0
0.03,1.53,9.17,0.05,0.03,0.38,21.69,0
-0.09,2.42,9.0,-0.01,-0.08,0.28,21.69,0
-0.37,2.13,8.95,-0.03,0.05,-0.14,21.69,0
0.05,2.05,8.95,0.03,0.0,-0.2,21.69,0
-0.25,1.2,9.14,-0.12,0.02,-0.26,21.68,0
-0.19,0.63,9.22,-0.2,-0.0,-0.41,21.69,0
-0.01,0.65,9.15,-0.04,-0.01,-0.41,21.69,0
0.06,0.61,9.45,-0.05,-0.12,-0.38,21.7,0
-0.33,0.8,9.03,-0.06,-0.07,-0.53,21.68,0
-0.38,-0.25,9.2,-0.09,0.04,-0.39,21.69,0
-1.02,-0.56,8.86,-0.02,0.1,0.02,21.69,0
0.35,-0.64,8.91,-0.08,-0.24,0.0,21.69,0
0.36,-1.73,9.45,-0.16,-0.09,0.01,21.7,0
0.37,-2.29,9.46,0.04,-0.16,-0.14,21.69,0
0.48,-1.68,9.38,0.14,-0.17,0.13,21.69,0
-0.01,-1.25,9.04,0.06,0.03,0.27,21.7,0
0.63,-0.35,9.45,0.15,0.08,0.31,21.7,0
0.35,0.58,9.21,0.12,-0.04,0.16,21.69,0
-0.1,0.92,9.22,-0.03,0.12,0.12,21.7,0
-0.08,0.37,8.95,0.08,0.01,0.31,21.7,0
-0.34,1.0,9.03,0.14,-0.09,0.52,21.69,0
-0.05,1.69,9.17,-0.02,0.02,0.5,21.69,0
-0.25,1.85,9.22,-0.04,0.01,0.33,21.68,0
-0.36,1.96,9.03,0.02,0.04,0.09,21.69,0
-0.59,1.75,9.06,-0.14,0.1,-0.11,21.69,0
-0.46,1.5,8.88,-0.09,-0.03,-0.18,21.7,0
-0.49,0.34,9.43,-0.14,-0.2,-0.47,21.69,0
-0.11,0.67,9.25,-0.06,-0.0,-0.52,21.69,0
-0.2,-0.33,9.06,0.06,-0.22,-0.59,21.69,0
-0.12,-0.26,9.39,0.01,-0.19,-0.5,21.7,0
0.58,-0.35,9.36,0.06,-0.2,-0.4,21.69,0
0.34,-0.36,9.34,-0.02,-0.07,-0.11,21.69,0
0.43,-0.18,9.02,-0.07,-0.06,0.01,21.71,0
0.84,-0.87,9.3,-0.13,-0.12,0.05,21.7,0
0.8,-1.69,9.61,-0.09,0.01,-0.02,21.69,0
0.25,-1.78,9.41,0.01,0.08,0.19,21.71,0
-0.15,-1.43,8.89,0.05,0.11,0.43,21.7,0
0.16,-0.77,9.01,0.05,-0.07,0.59,21.69,0
-0.23,-0.46,9.22,-0.09,0.15,0.65,21.69,0
0.14,0.57,9.43,0.03,-0.02,0.56,21.69,0
0.07,0.84,9.48,0.03,0.06,0.44,21.7,0
-0.4,0.78,9.22,-0.05,0.1,0.11,21.7,0
-0.46,0.86,9.01,-0.07,0.08,0.35,21.7,0
-0.37,1.89,9.11,-0.17,-0.02,0.26,21.71,0
-0.63,1.32,9.19,0.11,-0.04,-0.18,21.71,0
-0.16,1.36,9.53,0.09,0.05,-0.25,21.72,0
-0.38,1.35,8.86,0.03,0.1,-0.44,21.71,0
-1.14,0.45,8.73,0.01,-0.05,-0.6,21.7,0
-0.09,0.41,9.63,-0.07,-0.08,-0.55,21.71,0
-0.37,-0.39,9.45,0.06,-0.05,-0.3,21.7,0
-0.35,-0.37,9.36,-0.08,-0.04,-0.2,21.71,0
-0.17,-0.33,9.27,-0.05,-0.01,-0.23,21.71,0
-0.55,-0.63,9.05,-0.12,-0.06,-0.22,21.69,0
-0.42,-0.65,9.14,-0.05,-0.13,-0.23,21.71,0
-0.24,-1.37,9.31,-0.06,-0.02,-0.18,21.7,0
-1.05,-2.1,9.12,0.01,-0.02,-0.05,21.7,0
0.33,-0.98,9.49,0.11,-0.07,0.09,21.72,0
-0.2,-1.42,9.09,0.0,0.02,0.13,21.72,0
0.07,-0.78,9.07,0.14,-0.14,0.29,21.71,0
-0.16,-0.54,9.45,0.02,0.0,0.39,21.71,0
-0.48,0.02,9.43,-0.02,0.09,0.48,21.71,0
-0.63,0.48,9.0,0.11,0.07,0.49,21.7,0
-0.63,0.77,8.88,-0.11,-0.01,0.45,21.71,0
-0.81,0.66,9.09,-0.19,-0.05,0.5,21.71,0
-0.64,1.37,9.18,-0.03,-0.09,0.4,21.7,0
-0.69,1.79,9.31,0.11,-0.01,0.08,21.7,0
-0.76,1.5,9.16,0.07,-0.05,-0.03,21.71,0
-0.73,1.59,9.14,-0.0,-0.0,-0.12,21.72,0
-0.65,1.19,9.17,-0.03,0.08,-0.41,21.72,0
-1.12,-0.25,9.13,-0.15,0.09,-0.56,21.72,0
-0.77,-0.34,8.78,-0.19,-0.02,-0.41,21.73,0
-0.82,-0.97,9.36,-0.07,-0.09,-0.32,21.72,0
-0.78,-1.3,9.36,0.01,-0.15,-0.35,21.72,0
-0.26,-1.03,9.43,0.08,-0.17,-0.24,21.72,0
-0.26,-0.91,9.07,0.04,-0.13,-0.15,21.72,0
-0.15,-1.06,8.97,-0.02,-0.1,-0.11,21.72,0
-0.26,-1.66,9.34,0.04,-0.11,-0.05,21.73,0
0.09,-1.07,9.26,0.17,-0.09,0.03,21.72,0
0.14,-1.18,9.41,0.13,0.05,0.15,21.72,0
0.18,-0.68,9.21,0.13,0.01,0.25,21.72,0
0.15,0.1,9.39,0.26,-0.08,0.21,21.72,0
0.21,0.55,9.17,0.13,0.12,0.13,21.72,0
-0.69,0.83,8.99,0.02,0.09,0.45,21.72,0
-0.51,1.74,9.18,0.06,-0.03,0.41,21.72,0
-0.59,1.53,9.08,-0.08,-0.02,0.35,21.72,0
-0.6,1.79,9.0,-0.07,-0.01,0.29,21.71,0
-0.73,2.05,9.07,0.02,-0.01,0.1,21.72,0
-0.78,1.96,8.92,-0.18,0.12,0.13,21.72,0
-1.02,1.21,9.13,-0.27,0.09,-0.07,21.72,0
-1.13,0.4,9.02,0.03,-0.15,-0.4,21.72,0
-0.79,0.25,9.1,0.14,-0.17,-0.46,21.72,0
-0.51,0.0,9.33,0.14,-0.21,-0.37,21.72,0
-0.62,0.02,9.41,0.05,-0.24,-0.27,21.71,0
-0.22,0.15,9.34,-0.12,-0.03,-0.25,21.72,0
-0.2,-0.69,9.06,-0.07,-0.14,-0.32,21.72,0
-0.19,-1.17,9.11,-0.14,-0.11,-0.16,21.72,0
-0.06,-1.34,9.31,-0.03,-0.16,-0.1,21.72,0
0.42,-1.18,9.96,0.05,-0.08,-0.04,21.73,0
0.32,-1.22,9.46,-0.08,0.16,0.05,21.73,0
-0.37,-0.92,8.88,-0.07,0.03,0.15,21.73,0
-0.13,-0.2,9.25,0.08,-0.17,0.13,21.72,0
-0.23,0.22,9.43,0.18,-0.04,0.27,21.73,0
-0.52,0.33,9.07,0.08,0.04,0.4,21.73,0
-0.37,0.3,9.1,0.03,0.09,0.5,21.73,0
-0.54,0.55,9.02,-0.03,0.0,0.45,21.73,0
-0.47,0.62,9.2,-0.06,-0.03,0.4,21.73,0
-0.44,1.39,9.14,-0.04,-0.02,0.32,21.72,0
-0.62,1.72,8.99,0.05,-0.05,0.03,21.74,0
-0.39,1.28,9.3,0.13,-0.01,-0.12,21.73,0
-0.61,1.26,9.26,0.14,0.02,-0.23,21.74,0
-0.51,1.22,9.05,0.05,-0.06,-0.45,21.73,0
-0.71,-0.01,9.22,0.01,-0.12,-0.53,21.73,0
-0.52,0.06,9.18,-0.08,-0.02,-0.36,21.73,0
-0.56,-0.3,9.14,-0.2,-0.03,-0.18,21.74,0
-0.69,-0.55,9.09,-0.12,-0.06,-0.14,21.73,0
-0.42,-0.69,9.26,-0.08,-0.11,-0.21,21.73,0
-0.23,-1.16,9.44,-0.04,-0.14,-0.14,21.73,0
-0.09,-1.54,9.36,0.01,-0.14,-0.15,21.73,0
-0.29,-1.57,9.27,0.04,-0.03,-0.04,21.73,0
0.38,-1.41,9.36,0.15,-0.13,-0.05,21.73,0
0.42,-0.77,9.5,0.3,-0.16,0.08,21.73,0
-0.07,-0.77,9.51,0.33,0.02,0.16,21.74,0
0.25,1.16,8.86,0.3,0.02,0.33,21.73,0
-0.09,1.16,8.83,-0.09,0.13,0.55,21.73,0
-0.59,1.4,8.93,-0.07,0.05,0.55,21.72,0
-0.5,1.94,9.02,-0.15,-0.03,0.62,21.72,0
-0.31,1.91,9.15,-0.03,0.0,0.41,21.73,0
-0.51,2.16,9.12,0.02,0.01,0.12,21.72,0
-0.54,2.27,9.14,0.0,0.07,-0.13,21.73,0
-0.78,1.56,9.11,0.1,-0.01,-0.32,21.74,0
-0.87,1.2,8.93,-0.05,-0.11,-0.43,21.73,0
-0.67,0.26,9.35,-0.04,-0.09,-0.59,21.74,0
-0.44,-0.16,9.25,-0.04,-0.12,-0.56,21.74,0
-0.3,0.02,9.36,-0.02,-0.04,-0.37,21.74,0
-0.67,-0.4,8.91,-0.08,-0.01,-0.29,21.73,0
-0.39,-0.04,8.97,0.02,-0.18,-0.28,21.75,0
-0.39,-0.37,9.15,-0.0,-0.11,-0.27,21.74,0
-0.42,-0.49,9.34,0.0,-0.16,-0.16,21.74,0
-0.04,-1.02,9.32,0.02,-0.11,-0.08,21.74,0
-0.26,-1.33,9.33,-0.02,-0.05,-0.04,21.73,0
-0.06,-1.22,9.37,0.08,-0.05,0.07,21.74,0
-0.17,-1.62,9.03,0.05,0.02,0.26,21.74,0
0.2,-0.03,9.58,0.1,-0.04,0.4,21.74,0
0.28,0.69,8.85,-0.03,-0.03,0.37,21.75,0
-0.23,0.08,9.21,-0.02,-0.05,0.35,21.73,0
0.13,1.33,9.32,0.15,-0.04,0.53,21.74,0
0.03,1.51,9.22,0.07,0.04,0.48,21.75,0
-0.53,1.73,8.86,0.05,0.02,0.45,21.74,0
0.06,2.83,9.25,-0.14,-0.04,0.21,21.74,0
-0.47,2.24,9.16,-0.07,0.05,-0.07,21.75,0
-0.28,1.35,9.15,-0.25,0.23,-0.06,21.75,0
-0.76,1.1,8.9,0.28,-0.02,-0.29,21.74,0
-0.71,0.87,8.73,-0.11,-0.14,-0.48,21.74,0
0.03,0.18,9.62,0.02,-0.25,-0.47,21.74,0
0.15,0.22,9.35,-0.05,-0.12,-0.36,21.73,0
-0.02,-0.12,9.33,-0.16,-0.08,-0.3,21.74,0
-0.08,-0.18,9.2,-0.11,0.02,-0.19,21.74,0
-0.13,-0.49,9.09,-0.13,-0.01,-0.23,21.75,0
0.03,-0.77,9.22,-0.01,-0.08,-0.21,21.74,0
0.2,-1.63,9.28,-0.04,-0.05,-0.15,21.75,0
-0.21,-1.47,9.43,0.14,-0.09,-0.05,21.75,0
0.23,-0.88,9.38,0.07,0.02,0.02,21.75,0
-0.07,-0.9,9.2,0.21,-0.1,0.15,21.75,0
0.08,-0.02,9.18,-0.02,0.05,0.23,21.75,0
0.11,-0.03,9.29,-0.08,0.02,0.33,21.74,0
-0.38,0.44,9.06,-0.0,0.07,0.56,21.74,0
-0.49,1.01,9.0,-0.13,0.05,0.55,21.75,0
-0.2,1.17,9.11,-0.09,-0.05,0.63,21.74,0
-0.38,1.72,9.17,-0.02,-0.09,0.37,21.75,0
-0.27,2.03,9.34,0.06,0.02,0.06,21.74,0
-0.36,1.89,9.07,0.16,0.09,-0.15,21.74,0
-0.79,1.17,9.02,-0.04,0.1,-0.38,21.75,0
-0.53,0.9,9.09,0.13,-0.13,-0.49,21.76,0
-0.21,0.64,9.21,-0.08,-0.15,-0.46,21.75,0
0.16,-0.0,8.98,-0.08,-0.21,-0.38,21.77,0
0.0,-0.44,9.89,0.07,-0.13,-0.36,21.75,0
-0.27,-0.48,9.16,-0.03,-0.03,-0.33,21.76,0
0.14,-0.57,9.18,0.02,-0.13,-0.29,21.75,0
0.21,-0.95,9.14,0.03,-0.14,-0.18,21.76,0
0.09,-1.23,9.23,0.05,-0.05,-0.1,21.77,0
0.37,-0.68,9.12,0.16,-0.14,0.04,21.76,0
-0.21,-0.9,9.28,0.02,-0.03,0.15,21.76,0
0.34,-0.44,9.52,0.05,0.02,0.31,21.76,0
0.22,0.27,9.39,0.05,-0.01,0.4,21.75,0
-0.1,0.26,9.36,-0.02,0.17,0.48,21.75,0
-0.13,0.68,9.03,0.01,-0.01,0.35,21.76,0
-0.05,1.1,9.17,-0.11,0.09,0.51,21.76,0
-0.2,1.67,9.05,-0.02,0.04,0.52,21.76,0
-0.39,2.15,8.94,-0.05,-0.04,0.21,21.75,0
-0.35,2.19,9.14,0.03,-0.07,-0.1,21.76,0
-0.58,1.62,9.08,-0.02,0.12,-0.34,21.76,0
-0.44,1.34,9.07,0.12,-0.12,-0.39,21.75,0
-0.24,0.55,9.14,-0.06,-0.11,-0.49,21.76,0
