accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,temp_c,category
-0.67,1.53,-10.49,2.39,-1.2,-0.17,22.77,4
-1.44,-2.11,-9.59,2.64,-0.5,0.01,22.77,4
-1.28,-4.17,-9.48,2.62,0.38,0.08,22.77,4
-1.34,-6.22,-7.35,1.88,0.28,-0.02,22.76,4
-1.13,-7.5,-7.3,1.57,0.1,0.09,22.77,4
-0.44,-8.65,-4.47,0.85,0.66,-0.04,22.76,4
-1.1,-8.89,-6.41,1.93,0.55,0.04,22.77,4
-1.24,-9.26,-3.25,2.78,0.46,0.4,22.78,4
-0.58,-8.89,1.94,3.14,-0.08,-0.21,22.78,4
-1.92,-7.8,3.59,3.29,-0.33,0.68,22.78,4
-1.71,-6.48,7.08,2.18,-0.19,0.54,22.78,4
-2.22,-3.9,8.01,1.88,-0.17,0.65,22.77,4
-2.24,-1.92,8.67,1.96,-0.16,0.83,22.77,4
-2.0,0.01,9.48,1.51,-0.34,0.43,22.77,4
-1.96,1.72,8.74,0.75,-0.26,0.16,22.77,4
-2.17,1.68,9.84,-0.48,-0.24,-0.04,22.77,4
-2.02,-0.09,9.8,-2.52,0.09,-0.28,22.77,4
-2.21,-2.33,8.53,-3.31,0.17,-0.29,22.78,4
-1.78,-5.86,6.53,-3.74,0.14,-0.06,22.77,4
-2.73,-7.97,1.1,-4.54,0.17,0.22,22.77,4
-2.41,-8.31,-3.47,-4.08,0.08,0.16,22.78,4
-2.23,-6.61,-6.2,-3.01,0.39,0.03,22.77,4
-2.52,-5.93,-9.64,-2.31,0.36,-0.14,22.78,4
-2.07,-4.01,-9.47,-1.23,0.01,-0.07,22.77,4
-0.64,-2.64,-10.6,-1.69,0.57,0.19,22.77,4
0.01,-0.97,-10.86,-1.7,0.56,0.06,22.78,4
-0.2,0.55,-10.8,-1.0,0.45,-0.11,22.77,4
2.5,3.04,-8.77,-1.85,1.19,0.16,22.78,4
3.07,5.58,-8.94,-2.86,1.59,0.45,22.78,4
5.56,7.91,-4.97,-3.17,1.81,-0.06,22.79,4
4.66,9.02,-1.48,-3.38,1.48,-0.23,22.78,4
4.19,7.83,3.01,-3.71,1.05,-0.42,22.8,4
3.34,7.38,6.91,-4.25,1.26,-1.11,22.78,4
0.92,4.09,8.97,-3.01,1.37,-1.89,22.78,4
0.15,0.3,9.5,-1.61,0.82,-1.12,22.79,4
-1.05,-1.8,9.2,-1.3,0.48,-0.91,22.79,4
-1.24,-3.37,8.52,-0.78,0.03,-0.35,22.79,4
-1.5,-3.14,8.21,0.78,-0.5,0.13,22.79,4
0.67,-1.36,9.39,2.69,-0.89,0.6,22.78,4
0.78,3.95,8.84,3.68,-0.94,0.86,22.79,4
1.52,6.63,6.26,3.49,-0.9,0.35,22.79,4
2.64,8.56,2.69,4.52,-0.61,0.16,22.78,4
3.84,10.13,-2.12,4.19,-0.57,-0.08,22.79,4
2.9,7.66,-5.71,3.69,0.05,0.15,22.79,4
2.52,5.54,-8.42,3.6,-0.56,-0.18,22.78,4
1.38,1.34,-10.74,2.6,-0.43,-0.15,22.79,4
1.09,-1.48,-10.84,2.66,-0.37,-0.15,22.78,4
0.64,-4.09,-9.63,1.99,-0.08,0.08,22.79,4
0.67,-5.62,-8.93,2.36,0.51,0.51,22.79,4
0.59,-8.03,-7.21,1.57,0.02,0.07,22.79,4
-0.85,-8.31,-4.62,0.64,-0.01,0.72,22.79,4
-0.11,-8.73,-3.18,1.92,0.0,0.09,22.79,4
-0.24,-9.25,-1.47,2.36,0.2,0.35,22.79,4
-0.83,-9.54,1.39,2.81,0.16,0.09,22.8,4
-0.62,-8.45,4.32,2.49,0.22,0.4,22.8,4
-2.67,-6.08,6.18,3.01,0.02,0.73,22.79,4
-2.35,-4.71,8.73,1.65,-0.11,0.73,22.79,4
-2.48,-1.99,8.92,1.49,0.03,0.64,22.79,4
-2.75,-0.37,8.82,1.9,-0.24,0.38,22.8,4
-2.76,0.98,8.32,1.11,-0.42,0.1,22.8,4
-1.91,2.05,9.26,-0.13,-0.18,0.25,22.8,4
-1.64,1.2,10.6,-1.88,-0.07,0.04,22.8,4
-2.36,-1.09,9.74,-3.55,0.28,-0.48,22.8,4
-2.18,-5.69,5.67,-5.01,0.14,-0.08,22.81,4
-2.67,-8.0,1.22,-4.55,-0.15,0.53,22.8,4
-3.0,-8.6,-3.76,-2.76,-0.05,0.36,22.8,4
-2.9,-8.13,-5.19,-1.08,0.06,-0.09,22.8,4
-2.64,-7.65,-7.32,-1.41,0.44,-0.26,22.81,4
-3.3,-5.67,-6.45,-1.36,0.32,-0.13,22.81,4
-1.89,-5.46,-8.66,-1.47,0.62,-0.21,22.81,4
-1.64,-4.66,-9.16,-0.87,0.76,0.3,22.81,4
1.39,-2.29,-8.99,-1.29,1.39,1.02,22.81,4
2.25,-0.74,-10.8,-2.1,2.53,-0.02,22.81,4
4.66,1.44,-10.4,-2.61,2.28,-0.79,22.81,4
6.36,4.16,-6.51,-3.31,1.85,-1.62,22.81,4
6.17,7.4,-2.0,-3.27,1.49,-1.93,22.82,4
4.68,8.55,1.39,-3.18,1.14,-1.53,22.81,4
3.45,8.81,5.23,-3.07,1.13,-1.72,22.81,4
1.1,6.11,7.16,-3.14,0.65,-1.88,22.8,4
0.31,2.37,8.48,-3.18,0.34,-1.51,22.81,4
-0.61,-0.79,9.36,-1.67,0.43,-0.96,22.81,4
-0.83,-2.57,8.24,-1.08,0.32,-0.65,22.81,4
-1.54,-2.17,8.52,0.15,0.04,-0.17,22.8,4
-1.37,-1.84,8.12,1.99,-1.26,0.64,22.81,4
0.61,3.53,8.89,3.57,-1.0,0.41,22.82,4
1.96,6.22,6.29,4.52,-1.0,-0.04,22.8,4
2.1,10.06,2.46,4.72,-0.3,0.02,22.81,4
0.49,10.75,-2.76,4.11,-0.46,-0.24,22.82,4
0.85,7.92,-6.73,3.92,-0.42,-0.43,22.82,4
-0.08,4.53,-9.52,3.77,-0.5,-0.54,22.83,4
0.97,1.12,-9.39,3.0,-0.73,-0.39,22.82,4
0.09,-2.12,-9.12,1.79,-0.05,0.18,22.82,4
-0.86,-3.99,-9.84,1.17,0.1,0.17,22.82,4
-0.79,-5.09,-9.48,1.24,-0.21,0.36,22.82,4
-1.66,-7.33,-9.53,2.32,-0.04,0.4,22.82,4
-1.34,-8.69,-4.23,4.3,0.4,0.02,22.82,4
-1.57,-9.12,-0.55,3.57,0.49,-0.51,22.82,4
-0.12,-8.39,3.82,3.09,0.31,-0.1,22.82,4
-1.1,-6.41,5.66,2.96,-0.12,0.72,22.84,4
-1.8,-4.31,7.41,2.6,-0.23,0.61,22.83,4
-1.58,-1.39,8.45,2.64,-0.35,0.62,22.83,4
-0.98,1.16,8.81,1.82,-0.33,0.19,22.82,4
-0.68,3.0,9.48,0.91,-0.25,-0.01,22.84,4
-0.9,1.83,10.04,-1.19,-0.06,0.16,22.82,4
-0.71,0.29,9.81,-2.67,0.51,0.15,22.83,4
-1.34,-2.85,8.3,-3.39,0.2,0.19,22.83,4
-2.09,-5.46,6.51,-3.99,0.14,0.39,22.83,4
-2.42,-8.28,1.17,-4.16,-0.07,0.01,22.83,4
-2.27,-8.97,-1.5,-3.26,0.09,-0.08,22.83,4
-1.58,-9.17,-4.58,-2.47,0.04,-0.14,22.82,4
-1.39,-7.73,-6.66,-1.6,-0.02,-0.03,22.83,4
-0.34,-7.1,-8.22,-0.84,-0.43,-0.07,22.84,4
-1.18,-6.28,-7.64,-0.83,-0.13,-0.12,22.84,4
-0.59,-6.32,-8.49,-0.51,-0.09,0.11,22.83,4
-1.54,-5.63,-9.5,-0.44,-0.2,-0.1,22.83,4
-0.7,-4.27,-8.76,-0.32,-0.22,0.08,22.84,4
-1.07,-3.64,-9.2,-0.38,0.11,0.35,22.84,4
-1.63,-4.07,-9.12,0.04,-0.16,0.49,22.84,4
-1.97,-2.07,-9.12,-2.34,0.24,0.25,22.83,4
-2.01,0.28,-10.08,-2.99,0.8,-0.23,22.84,4
-0.88,3.75,-9.88,-3.57,1.09,-0.48,22.84,4
-0.09,6.98,-7.24,-3.18,0.82,-0.46,22.84,4
-0.53,7.93,-4.08,-3.44,0.61,-0.8,22.83,4
-1.52,9.56,-1.27,-3.12,0.04,-1.23,22.84,4
-1.26,9.09,2.8,-2.73,-0.32,-0.09,22.83,4
-1.25,8.0,5.4,-2.95,-0.09,-0.31,22.83,4
-1.28,5.28,8.06,-2.95,-0.39,-0.78,22.82,4
-1.36,0.98,8.61,-3.75,-0.21,-0.77,22.83,4
-1.41,-0.54,9.28,-0.37,0.04,-0.11,22.83,4
-2.29,-0.42,8.29,0.56,-0.09,0.4,22.83,4
-1.36,1.35,8.4,2.69,-0.51,0.61,22.82,4
-1.68,6.72,7.79,3.93,-0.35,0.59,22.83,4
0.5,8.76,5.07,3.76,-0.6,0.52,22.82,4
0.57,9.83,1.47,3.72,-0.38,0.29,22.84,4
0.58,10.18,-2.84,3.74,-0.71,0.24,22.84,4
0.52,8.18,-7.28,4.31,-0.73,0.11,22.86,4
0.05,4.21,-9.53,4.2,-0.92,-0.02,22.85,4
-0.5,-0.42,-9.15,3.54,-0.53,0.11,22.85,4
-0.55,-3.45,-9.96,1.6,-0.43,0.19,22.86,4
-2.36,-5.48,-8.09,1.82,-0.7,0.57,22.86,4
-3.36,-5.79,-7.32,0.4,0.45,-0.58,22.85,4
-1.32,-7.45,-5.01,2.92,0.41,-0.4,22.86,4
-1.8,-8.5,-2.5,4.27,0.3,-0.17,22.85,4
-1.5,-8.54,2.93,3.85,0.23,0.33,22.86,4
-2.47,-6.93,5.37,2.9,0.03,0.13,22.85,4
-2.52,-4.45,7.35,2.64,0.03,0.32,22.85,4
-2.43,-3.25,8.05,2.09,0.09,0.27,22.85,4
-2.79,-1.18,8.39,1.57,-0.11,0.31,22.86,4
-2.49,0.77,8.67,1.87,-0.46,0.25,22.86,4
-1.95,3.72,8.71,1.01,-0.39,-0.02,22.85,4
-2.07,2.99,9.71,-0.69,-0.02,0.02,22.85,4
-0.86,2.17,10.11,-3.28,0.0,0.17,22.86,4
-2.17,-3.14,6.84,-4.72,0.0,0.22,22.87,4
-2.11,-6.88,4.87,-3.7,-0.28,0.8,22.87,4
-3.66,-7.8,1.44,-4.35,-0.19,0.78,22.87,4
-3.82,-8.35,-5.32,-3.88,-0.5,0.65,22.87,4
-3.86,-7.18,-5.2,-1.62,-0.04,0.41,22.87,4
-4.38,-6.78,-7.83,-1.21,-0.34,0.12,22.87,4
-4.0,-5.96,-7.56,-0.63,-0.12,0.19,22.87,4
-4.85,-4.91,-7.91,-0.92,0.12,0.08,22.87,4
-5.15,-4.24,-9.49,-0.78,-0.0,0.17,22.87,4
-4.37,-4.05,-7.19,-1.53,0.73,0.72,22.87,4
-2.62,-0.05,-9.64,-2.87,2.54,1.28,22.88,4
-0.12,3.55,-10.5,-3.93,2.97,0.61,22.87,4
2.79,7.32,-7.43,-3.98,2.14,-0.39,22.87,4
3.3,9.44,-2.67,-4.22,1.43,-0.9,22.87,4
2.41,10.26,0.99,-2.66,0.81,-0.78,22.87,4
0.53,8.31,4.58,-3.9,0.74,-0.99,22.87,4
-1.24,6.29,7.05,-2.93,0.47,-1.59,22.86,4
-0.33,1.77,8.71,-3.97,-0.03,-1.01,22.87,4
-0.9,-1.91,8.48,-1.69,-0.12,-0.15,22.87,4
-1.55,-2.31,7.02,1.25,-0.44,0.67,22.87,4
0.26,2.64,8.65,4.13,-1.05,0.39,22.86,4
1.73,7.16,6.71,5.19,-0.75,0.25,22.88,4
0.35,10.85,2.35,4.93,-0.85,-0.11,22.87,4
0.77,9.72,-1.22,3.21,-0.81,-0.35,22.86,4
1.7,8.76,-4.71,3.25,-0.18,0.1,22.87,4
1.27,7.14,-8.9,3.27,-0.04,-0.0,22.87,4
0.47,3.57,-9.78,3.73,-0.2,0.06,22.88,4
0.05,0.42,-11.08,1.36,-0.61,-0.04,22.88,4
-0.5,-1.58,-10.49,2.09,-0.56,0.27,22.88,4
-0.82,-3.5,-8.96,1.69,-0.01,0.58,22.88,4
-1.3,-5.45,-9.3,1.07,-0.59,0.78,22.88,4
-2.45,-6.29,-7.08,2.7,0.18,0.04,22.87,4
-1.48,-8.0,-4.3,4.33,-0.08,-0.18,22.88,4
-1.52,-9.01,1.13,3.79,-0.04,-0.01,22.88,4
-1.36,-7.79,4.93,2.87,0.04,-0.1,22.89,4
-1.49,-5.14,7.71,2.33,-0.14,0.19,22.88,4
-1.03,-3.64,8.63,2.27,-0.01,0.66,22.89,4
-1.72,-0.61,9.3,2.06,0.17,0.56,22.88,4
-1.8,1.53,8.97,1.47,-0.29,0.27,22.89,4
-1.66,3.39,8.96,0.27,-0.38,0.31,22.89,4
-0.56,2.02,10.97,-1.92,-0.19,0.17,22.9,4
-1.39,-1.84,8.62,-3.97,0.15,0.2,22.89,4
-1.38,-5.1,7.48,-2.93,0.03,0.54,22.89,4
-1.84,-6.95,5.65,-3.46,-0.1,0.55,22.9,4
-2.7,-8.07,1.81,-3.11,0.0,0.52,22.9,4
-3.73,-8.54,-1.24,-1.84,0.12,0.64,22.9,4
-3.01,-9.84,-4.98,-0.52,0.03,0.21,22.89,4
-2.56,-8.34,-2.96,-1.34,0.33,-0.04,22.89,4
-3.44,-7.98,-5.66,-2.1,0.51,0.05,22.9,4
-4.12,-7.36,-5.63,-1.58,0.17,1.06,22.9,4
-2.36,-4.47,-9.02,-2.83,1.99,-0.07,22.89,4
0.97,-0.66,-10.24,-3.3,2.15,0.11,22.9,4
2.12,2.49,-9.65,-2.56,2.02,-0.35,22.9,4
3.81,6.35,-9.24,-3.01,1.27,-0.69,22.9,4
2.68,8.63,-6.22,-3.2,0.81,-1.02,22.89,4
2.21,9.54,-2.24,-3.3,0.52,-0.73,22.91,4
1.72,9.87,2.18,-3.58,0.19,-0.42,22.91,4
0.65,7.53,6.3,-3.99,0.07,-0.91,22.89,4
-0.51,4.66,8.65,-3.41,0.53,-1.31,22.91,4
-0.95,-0.26,8.29,-2.78,-0.19,-0.84,22.9,4
-1.03,-2.17,8.25,-0.79,-0.01,-0.26,22.91,4
-0.69,-3.05,7.51,0.43,-0.27,0.39,22.89,4
0.87,-0.34,7.88,3.74,-1.17,1.36,22.9,4
0.48,6.93,6.43,5.02,-1.02,1.12,22.89,4
1.58,10.79,3.92,3.79,-1.08,-0.04,22.91,4
2.81,9.02,-1.01,3.69,-0.85,-0.35,22.9,4
4.05,9.81,-6.05,4.41,-0.93,-0.29,22.9,4
2.59,6.78,-8.9,4.31,-0.43,-0.12,22.91,4
1.07,1.35,-8.39,2.93,-0.64,-0.01,22.91,4
0.03,-0.69,-10.79,1.38,-0.73,0.11,22.9,4
-0.0,-2.49,-10.05,2.05,-0.08,0.49,22.91,4
-0.39,-4.5,-9.01,2.33,-0.29,0.41,22.91,4
0.45,-6.97,-10.04,0.99,-0.25,0.71,22.9,4
-1.83,-7.33,-8.16,3.01,0.05,0.16,22.92,4
-1.25,-8.84,-3.49,4.05,0.18,-0.37,22.93,4
-0.0,-8.81,2.5,4.0,-0.16,0.05,22.92,4
-0.88,-7.26,5.62,2.91,-0.25,0.19,22.92,4
-1.17,-4.65,7.5,2.63,-0.3,0.19,22.91,4
-0.18,-2.26,9.31,2.32,0.03,0.29,22.92,4
-1.53,0.3,8.64,2.12,-0.35,0.1,22.91,4
-0.32,3.09,9.23,1.17,-0.47,0.15,22.91,4
-0.17,0.93,10.26,-1.36,-0.27,0.49,22.92,4
0.93,-0.69,9.89,-2.74,0.15,0.92,22.91,4
-0.28,-2.92,8.35,-3.09,0.22,1.24,22.92,4
-1.56,-6.04,5.28,-4.02,0.2,0.78,22.92,4
-2.73,-8.78,-0.07,-3.96,0.09,0.27,22.92,4
-2.57,-9.68,-1.82,-2.12,0.16,0.33,22.93,4
-3.13,-9.36,-3.72,-1.82,-0.03,0.1,22.93,4
-1.76,-8.63,-2.57,-1.17,0.37,-0.18,22.93,4
-0.67,-8.79,-6.32,-1.53,0.29,0.22,22.92,4
-2.08,-7.59,-7.02,-1.85,0.66,0.09,22.93,4
-2.23,-5.54,-8.43,-0.98,0.36,0.77,22.92,4
-2.12,-3.77,-8.41,-2.03,1.5,0.6,22.92,4
0.14,-1.09,-9.46,-1.94,2.12,0.03,22.92,4
2.29,1.42,-10.43,-2.45,1.66,-0.16,22.92,4
3.96,4.1,-9.94,-2.6,1.37,-0.76,22.93,4
4.19,6.87,-7.52,-2.84,0.88,-1.05,22.92,4
4.47,8.93,-4.6,-3.59,0.83,-0.95,22.92,4
3.8,9.36,-0.56,-3.63,0.88,-0.55,22.92,4
2.84,8.96,3.14,-2.52,0.45,-0.7,22.92,4
1.61,7.41,5.44,-2.59,0.19,-0.53,22.92,4
1.06,4.12,7.03,-2.93,-0.09,-0.73,22.91,4
0.3,1.98,8.83,-2.01,0.23,-0.69,22.91,4
0.26,-0.82,8.57,-2.59,0.09,-0.5,22.91,4
-0.27,-3.25,7.36,-1.26,-0.1,-0.19,22.91,4
-1.65,-3.67,6.28,1.63,-0.36,0.02,22.92,4
1.2,1.12,7.8,4.51,-0.97,0.59,22.92,4
1.12,7.86,7.23,4.48,-0.82,0.27,22.92,4
2.42,9.94,3.3,4.13,-1.03,-0.38,22.92,4
3.25,9.7,-1.17,4.48,-0.92,-0.49,22.92,4
2.28,8.96,-6.04,3.84,-0.6,-0.34,22.92,4
1.3,5.89,-8.68,3.16,-0.72,-0.24,22.93,4
-0.51,2.37,-9.91,1.71,-0.4,-0.17,22.93,4
-1.46,-0.3,-11.38,1.47,-0.6,-0.14,22.93,4
-1.27,-1.7,-9.76,1.92,-0.37,0.08,22.93,4
-1.57,-3.15,-10.09,1.23,-0.38,0.26,22.94,4
-1.03,-4.98,-8.88,2.08,-0.12,0.06,22.94,4
-1.95,-6.62,-7.75,3.58,0.25,-0.34,22.93,4
-1.0,-8.23,-2.47,3.7,0.17,-0.43,22.94,4
-0.54,-9.55,0.94,2.77,0.05,-0.18,22.92,4
-0.71,-8.91,3.34,2.85,0.02,0.05,22.94,4
-1.06,-6.76,5.79,2.52,-0.01,0.02,22.93,4
-1.46,-5.22,7.08,1.92,-0.01,0.29,22.94,4
-1.47,-2.98,8.1,2.57,-0.23,0.53,22.94,4
-1.59,0.03,9.59,1.62,-0.22,0.44,22.94,4
-0.86,1.22,9.17,0.97,-0.32,0.23,22.94,4
-0.21,2.61,9.12,0.14,-0.08,0.13,22.94,4
-0.92,0.24,9.7,-2.0,0.08,0.77,22.94,4
-0.97,-1.5,9.12,-2.62,0.12,0.85,22.95,4
-0.91,-4.32,8.09,-3.31,0.06,0.68,22.95,4
-2.01,-6.18,6.07,-3.57,0.4,0.99,22.94,4
-3.25,-9.05,1.47,-2.77,0.24,0.43,22.94,4
-3.48,-9.29,0.41,-1.59,0.07,-0.07,22.94,4
-2.94,-9.4,-0.17,-0.76,-0.05,-0.05,22.95,4
-2.16,-9.3,-1.74,-1.0,0.17,-0.31,22.96,4
-2.61,-8.76,-3.11,-1.43,0.57,-0.05,22.94,4
-2.59,-9.33,-5.76,-0.37,0.09,0.39,22.94,4
-3.73,-8.19,-5.03,-0.78,0.38,0.35,22.94,4
-2.61,-6.76,-6.97,-2.09,0.94,-0.02,22.95,4
-1.55,-4.87,-8.39,-2.85,0.7,0.09,22.94,4
0.09,-0.84,-11.08,-3.55,1.06,-0.31,22.94,4
0.49,2.11,-9.81,-2.62,0.82,-0.12,22.95,4
1.65,5.28,-8.66,-3.03,1.07,0.14,22.94,4
2.07,7.1,-7.12,-2.17,0.98,-0.12,22.94,4
2.69,8.79,-4.49,-2.61,1.12,-0.21,22.95,4
3.11,9.89,-1.43,-2.61,1.32,-0.28,22.95,4
2.22,9.59,1.61,-3.04,0.18,-1.24,22.94,4
0.31,8.35,4.78,-2.58,0.06,-1.0,22.94,4
-0.91,7.78,5.39,-1.01,-0.51,-0.85,22.94,4
-0.13,6.01,6.65,-1.4,-0.35,-0.69,22.94,4
-0.07,4.58,8.23,-1.42,-0.06,-0.45,22.94,4
0.0,2.78,8.82,-1.68,0.15,-0.31,22.94,4
-0.55,1.04,9.32,-1.94,-0.02,-0.25,22.95,4
-0.56,-1.14,8.58,-1.07,0.21,-0.13,22.94,4
-1.05,-1.57,8.75,-0.24,0.11,0.0,22.95,4
-0.25,-1.53,8.53,1.28,-0.56,0.43,22.95,4
0.05,1.63,7.98,3.37,-1.02,0.88,22.95,4
1.37,5.79,7.07,4.42,-0.8,0.65,22.94,4
2.13,9.55,2.96,3.9,-0.65,0.12,22.95,4
1.91,10.43,-0.05,3.62,-0.95,-0.02,22.94,4
2.62,9.83,-4.53,4.17,-1.25,-0.35,22.95,4
2.47,7.39,-8.52,4.34,-0.88,-0.21,22.95,4
0.76,2.67,-9.87,3.7,-0.68,0.09,22.95,4
-0.2,-0.32,-10.89,1.58,-0.64,-0.02,22.94,4
-0.46,-2.0,-10.38,1.66,-0.55,0.25,22.95,4
-1.44,-3.64,-9.15,1.58,-0.4,0.36,22.96,4
-2.28,-5.06,-7.76,2.94,-0.09,-0.4,22.94,4
-2.25,-6.53,-6.48,4.44,0.03,-0.19,22.97,4
-1.24,-9.15,-1.0,3.43,-0.08,-0.44,22.96,4
-0.42,-8.84,2.54,3.55,-0.09,-0.07,22.96,4
-1.01,-7.33,5.4,2.87,0.11,0.18,22.96,4
-1.94,-4.66,7.09,2.55,-0.09,0.19,22.97,4
-1.67,-2.54,8.2,2.15,-0.28,0.4,22.96,4
-1.29,0.34,9.4,2.28,-0.3,0.49,22.97,4
-1.24,2.14,9.26,1.36,-0.33,0.37,22.96,4
-1.05,2.83,9.86,-0.56,-0.13,0.07,22.97,4
-0.89,0.7,9.48,-2.46,0.19,0.31,22.98,4
-1.04,-1.67,8.68,-2.91,-0.11,0.22,22.96,4
-1.08,-4.21,7.51,-3.44,-0.36,0.34,22.96,4
-2.15,-7.72,3.29,-3.3,-0.09,0.2,22.96,4
-2.63,-9.39,0.2,-2.32,-0.03,0.44,22.97,4
-2.81,-9.01,-1.64,-0.8,-0.08,-0.02,22.96,4
-1.99,-8.97,-1.7,-1.88,0.27,-0.05,22.97,4
-2.68,-8.21,-0.64,-1.06,0.29,-0.03,22.98,4
-2.54,-9.07,-5.15,-1.39,0.34,0.12,22.97,4
-3.46,-8.2,-5.42,-0.36,0.59,0.32,22.97,4
-2.69,-6.67,-7.27,-1.54,1.36,0.37,22.97,4
-0.91,-4.41,-8.82,-2.17,1.63,-0.36,22.97,4
0.8,-2.67,-10.52,-2.24,1.29,-0.31,22.98,4
2.45,-0.1,-11.15,-2.2,0.83,-0.69,22.98,4
2.51,2.72,-10.1,-2.41,0.7,-0.48,22.97,4
3.15,5.59,-8.29,-3.18,0.75,-0.24,22.97,4
3.52,7.98,-6.57,-2.6,0.62,-0.15,22.97,4
3.18,9.13,-3.26,-3.34,0.76,-0.23,22.97,4
2.21,10.3,1.52,-4.61,0.46,-0.83,22.97,4
1.32,8.61,4.67,-2.91,0.38,-0.6,22.98,4
0.21,5.1,6.51,-3.37,0.2,-0.8,22.97,4
0.06,2.85,8.49,-1.84,0.15,-0.57,22.98,4
0.06,-0.09,8.79,-2.22,0.21,-0.79,22.98,4
-0.06,-1.85,9.03,-1.72,0.36,-0.48,22.97,4
-0.96,-3.14,7.85,-0.34,0.11,-0.06,22.98,4
-0.55,-1.54,9.04,1.66,-0.91,0.63,22.98,4
-0.23,1.09,8.97,2.72,-0.64,0.47,22.98,4
0.71,4.12,8.35,2.99,-0.71,0.21,22.98,4
